be50sm_rLE_0.1500
1.000000  -0.016487
0.999748  -0.016369
0.998993  -0.016017
0.997736  -0.015434
0.995977  -0.014627
0.993719  -0.013604
0.990964  -0.012375
0.987715  -0.010955
0.983974  -0.009356
0.979746  -0.007598
0.975036  -0.005697
0.969846  -0.003674
0.964184  -0.001550
0.958054  0.000653
0.951463  0.002911
0.944418  0.005201
0.936925  0.007500
0.928992  0.009783
0.920627  0.012027
0.911838  0.014208
0.902635  0.016305
0.893027  0.018295
0.883022  0.020160
0.872632  0.021880
0.861867  0.023438
0.850737  0.024819
0.839255  0.026010
0.827430  0.027000
0.815276  0.027782
0.802805  0.028348
0.790028  0.028695
0.776960  0.028822
0.763613  0.028731
0.750000  0.028425
0.736136  0.027912
0.722033  0.027200
0.707708  0.026300
0.693173  0.025227
0.678443  0.023995
0.663534  0.022622
0.648460  0.021127
0.633237  0.019531
0.617879  0.017854
0.602403  0.016120
0.586824  0.014350
0.571157  0.012569
0.555419  0.010799
0.539625  0.009063
0.523791  0.007384
0.507933  0.005781
0.492067  0.004274
0.476209  0.002882
0.460375  0.001620
0.444581  0.000501
0.428843  -0.000462
0.413176  -0.001262
0.397597  -0.001893
0.382121  -0.002353
0.366763  -0.002642
0.351540  -0.002765
0.336466  -0.002729
0.321557  -0.002545
0.306827  -0.002227
0.292292  -0.001792
0.277967  -0.001260
0.263864  -0.000654
0.250000  0.000000
0.236387  0.000676
0.223040  0.001343
0.209972  0.001973
0.197195  0.002534
0.184724  0.002996
0.172570  0.003328
0.160745  0.003502
0.149263  0.003491
0.138133  0.003272
0.127368  0.002826
0.116978  0.002136
0.106973  0.001196
0.097365  0.000002
0.088162  -0.001440
0.079373  -0.003114
0.071008  -0.004996
0.063075  -0.007050
0.055582  -0.009227
0.048537  -0.011466
0.041946  -0.013690
0.035816  -0.015807
0.030154  -0.017709
0.024964  -0.019271
0.020254  -0.020346
0.016026  -0.020772
0.012285  -0.020362
0.009036  -0.018912
0.006281  -0.016193
0.004023  -0.011955
0.002264  -0.005924
0.001007  0.002198
0.000252  0.012731
0.000000  0.026020
0.000252  0.041066
0.001007  0.035410
0.002264  0.030996
0.004023  0.027632
0.006281  0.025142
0.009036  0.023366
0.012285  0.022158
0.016026  0.021391
0.020254  0.020949
0.024964  0.020733
0.030154  0.020656
0.035816  0.020645
0.041946  0.020637
0.048537  0.020584
0.055582  0.020444
0.063075  0.020188
0.071008  0.019794
0.079373  0.019251
0.088162  0.018552
0.097365  0.017698
0.106973  0.016696
0.116978  0.015557
0.127368  0.014297
0.138133  0.012934
0.149263  0.011490
0.160745  0.009989
0.172570  0.008455
0.184724  0.006915
0.197195  0.005394
0.209972  0.003918
0.223040  0.002512
0.236387  0.001198
0.250000  0.000000
0.263864  -0.001063
0.277967  -0.001974
0.292292  -0.002716
0.306827  -0.003278
0.321557  -0.003648
0.336466  -0.003821
0.351540  -0.003792
0.366763  -0.003559
0.382121  -0.003125
0.397597  -0.002493
0.413176  -0.001672
0.428843  -0.000670
0.444581  0.000500
0.460375  0.001824
0.476209  0.003285
0.492067  0.004866
0.507933  0.006547
0.523791  0.008306
0.539625  0.010122
0.555419  0.011972
0.571157  0.013834
0.586824  0.015684
0.602403  0.017499
0.617879  0.019257
0.633237  0.020935
0.648460  0.022514
0.663534  0.023972
0.678443  0.025291
0.693173  0.026456
0.707708  0.027450
0.722033  0.028260
0.736136  0.028876
0.750000  0.029288
0.763613  0.029491
0.776960  0.029479
0.790028  0.029250
0.802805  0.028807
0.815276  0.028150
0.827430  0.027285
0.839255  0.026221
0.850737  0.024966
0.861867  0.023532
0.872632  0.021932
0.883022  0.020183
0.893027  0.018301
0.902635  0.016305
0.911838  0.014214
0.920627  0.012049
0.928992  0.009832
0.936925  0.007585
0.944418  0.005330
0.951463  0.003089
0.958054  0.000886
0.964184  -0.001257
0.969846  -0.003319
0.975036  -0.005280
0.979746  -0.007119
0.983974  -0.008818
0.987715  -0.010360
0.990964  -0.011729
0.993719  -0.012912
0.995977  -0.013897
0.997736  -0.014673
0.998993  -0.015233
0.999748  -0.015571
1.000000  -0.015685
