airfoil,alpha,CL,CD,CM,L_D_ratio,max_thickness,thickness_loc,max_camber,camber_loc,le_radius,te_angle,chord
ag14,5,0.7704,0.01669,-0.0407,46.159376872378665,0.053817,0.201855,0.0210175,0.406427,0.04274343861726051,3.8521930324482567,0.999999
ag14,10,0.8887,0.09015,-0.0386,9.858014420410429,0.053817,0.201855,0.0210175,0.406427,0.04274343861726051,3.8521930324482567,0.999999
ag16,-5,-0.3563,0.02695,-0.0498,-13.220779220779221,0.07119,0.234021,0.018708500000000003,0.468743,0.04735265603932484,4.428989634647916,1.000001
ag16,0,0.1517,0.01101,-0.0402,13.778383287920072,0.07119,0.234021,0.018708500000000003,0.468743,0.04735265603932484,4.428989634647916,1.000001
ag16,5,0.7678,0.01592,-0.0434,48.22864321608041,0.07119,0.234021,0.018708500000000003,0.468743,0.04735265603932484,4.428989634647916,1.000001
ag16,10,0.9423,0.07189,-0.0214,13.1075253860064,0.07119,0.234021,0.018708500000000003,0.468743,0.04735265603932484,4.428989634647916,1.000001
ag17,-5,-0.3518,0.0383,-0.048,-9.18537859007833,0.064927,0.220519,0.020162,0.454997,0.04690376188313764,4.22821053655635,1.000004
ag17,0,0.1703,0.01071,-0.0421,15.901027077497666,0.064927,0.220519,0.020162,0.454997,0.04690376188313764,4.22821053655635,1.000004
ag17,5,0.7759,0.01614,-0.044,48.073110285006194,0.064927,0.220519,0.020162,0.454997,0.04690376188313764,4.22821053655635,1.000004
ag17,10,0.5002,19.27707,-0.0095,0.025947926733678926,0.064927,0.220519,0.020162,0.454997,0.04690376188313764,4.22821053655635,1.000004
ag18,-5,-0.3695,0.05307,-0.0349,-6.962502355379687,0.058712,0.20705,0.021634999999999998,0.441254,0.046458525002870746,4.0350040383469725,1.000007
ag18,0,0.1875,0.01048,-0.0439,17.891221374045802,0.058712,0.20705,0.021634999999999998,0.441254,0.046458525002870746,4.0350040383469725,1.000007
ag18,5,0.7837,0.01649,-0.0446,47.52577319587628,0.058712,0.20705,0.021634999999999998,0.441254,0.046458525002870746,4.0350040383469725,1.000007
ag18,10,0.9305,0.07946,-0.0302,11.7102944877926,0.058712,0.20705,0.021634999999999998,0.441254,0.046458525002870746,4.0350040383469725,1.000007
ag19,-5,-0.5311,0.04853,-0.0074,-10.94374613641047,0.054068000000000005,0.193554,0.022731499999999998,0.427484,0.046147559197277456,3.8999516819599593,1.000007
ag19,0,0.1992,0.01034,-0.0452,19.264990328820115,0.054068000000000005,0.193554,0.022731499999999998,0.427484,0.046147559197277456,3.8999516819599593,1.000007
ag19,5,0.7896,0.01678,-0.0451,47.05601907032181,0.054068000000000005,0.193554,0.022731499999999998,0.427484,0.046147559197277456,3.8999516819599593,1.000007
ag19,10,0.922,0.08396,-0.0351,10.981419723677941,0.054068000000000005,0.193554,0.022731499999999998,0.427484,0.046147559197277456,3.8999516819599593,1.000007
ag23,-5,-0.3527,0.0274,-0.0517,-12.872262773722628,0.08897667,0.2729342,0.021902150000000002,0.4536104,0.048317259469364535,4.102882357962669,0.9999904000000001
ag23,0,0.231,0.01418,-0.0625,16.290550070521864,0.08897667,0.2729342,0.021902150000000002,0.4536104,0.048317259469364535,4.102882357962669,0.9999904000000001
ag23,5,0.8275,0.01574,-0.0584,52.57306226175349,0.08897667,0.2729342,0.021902150000000002,0.4536104,0.048317259469364535,4.102882357962669,0.9999904000000001
ag23,10,1.1984,0.0502,-0.0337,23.87250996015936,0.08897667,0.2729342,0.021902150000000002,0.4536104,0.048317259469364535,4.102882357962669,0.9999904000000001
ag24,-5,-0.3437,0.02056,-0.0508,-16.716926070038912,0.084134,0.259672,0.022175,0.453918,0.04814008851683373,4.168604995791923,0.999999
ag24,0,0.2216,0.01358,-0.0603,16.318114874815905,0.084134,0.259672,0.022175,0.453918,0.04814008851683373,4.168604995791923,0.999999
ag24,5,0.8265,0.0157,-0.0578,52.64331210191083,0.084134,0.259672,0.022175,0.453918,0.04814008851683373,4.168604995791923,0.999999
ag24,10,1.195,0.05225,-0.0337,22.87081339712919,0.084134,0.259672,0.022175,0.453918,0.04814008851683373,4.168604995791923,0.999999
ag25,-5,-0.3696,0.04588,-0.033,-8.055797733217089,0.075832,0.246613,0.024022,0.454307,0.0478533282103554,4.12166375830692,1.0
ag25,0,0.2116,0.01296,-0.0573,16.32716049382716,0.075832,0.246613,0.024022,0.454307,0.0478533282103554,4.12166375830692,1.0
ag25,5,0.8381,0.01568,-0.0592,53.45025510204081,0.075832,0.246613,0.024022,0.454307,0.0478533282103554,4.12166375830692,1.0
ag25,10,1.1818,0.0573,-0.0345,20.62478184991274,0.075832,0.246613,0.024022,0.454307,0.0478533282103554,4.12166375830692,1.0
ag26,-5,-0.3833,0.1254,0.0289,-3.056618819776714,0.068467,0.233671,0.025513499999999998,0.440913,0.047791665867613936,4.232393171680311,0.999998
ag26,0,0.2036,0.01239,-0.0538,16.432606941081517,0.068467,0.233671,0.025513499999999998,0.440913,0.047791665867613936,4.232393171680311,0.999998
ag26,5,0.8398,0.0156,-0.0578,53.833333333333336,0.068467,0.233671,0.025513499999999998,0.440913,0.047791665867613936,4.232393171680311,0.999998
ag26,10,1.1836,0.05979,-0.0352,19.795952500418128,0.068467,0.233671,0.025513499999999998,0.440913,0.047791665867613936,4.232393171680311,0.999998
ag27,-5,-0.4038,0.10475,-0.0066,-3.854892601431981,0.06135,0.221565,0.026964500000000002,0.442161,0.039792644742512186,4.375087568119776,0.99998
ag27,0,0.2189,0.01168,-0.054,18.741438356164384,0.06135,0.221565,0.026964500000000002,0.442161,0.039792644742512186,4.375087568119776,0.99998
ag27,5,0.8394,0.01577,-0.0562,53.2276474318326,0.06135,0.221565,0.026964500000000002,0.442161,0.039792644742512186,4.375087568119776,0.99998
ag27,10,1.1654,0.06443,-0.0352,18.08784727611361,0.06135,0.221565,0.026964500000000002,0.442161,0.039792644742512186,4.375087568119776,0.99998
ag35,-5,-0.2328,0.02113,-0.0353,-11.017510648367251,0.087161,0.278827,0.043719999999999995,0.265976,0.044475018936885505,89.93096897375037,0.999999
ag35,0,0.4515,0.0133,-0.0577,33.94736842105264,0.087161,0.278827,0.043719999999999995,0.265976,0.044475018936885505,89.93096897375037,0.999999
ag35,5,0.9447,0.01881,-0.0405,50.22328548644338,0.087161,0.278827,0.043719999999999995,0.265976,0.044475018936885505,89.93096897375037,0.999999
ag35,10,1.2168,0.05938,-0.0142,20.491748063320983,0.087161,0.278827,0.043719999999999995,0.265976,0.044475018936885505,89.93096897375037,0.999999
ag36,-5,-0.2386,0.02244,-0.0365,-10.632798573975045,0.0817,0.27883,0.040963,0.253138,0.04330041898672,0,1.000003
ag36,0,0.4285,0.0127,-0.0573,33.74015748031496,0.0817,0.27883,0.040963,0.253138,0.04330041898672,0,1.000003
ag36,5,0.9198,0.0185,-0.0388,49.71891891891892,0.0817,0.27883,0.040963,0.253138,0.04330041898672,0,1.000003
ag36,10,1.1141,0.06957,-0.011,16.014086531550955,0.0817,0.27883,0.040963,0.253138,0.04330041898672,0,1.000003
ag37,-5,-0.252,0.02542,-0.0377,-9.913453973249409,0.077326,0.277633,0.038856,0.251944,0.045245591140369835,90.0,0.999995
ag37,0,0.3922,0.01241,-0.0542,31.60354552780016,0.077326,0.277633,0.038856,0.251944,0.045245591140369835,90.0,0.999995
ag37,5,0.9004,0.01835,-0.0381,49.068119891008166,0.077326,0.277633,0.038856,0.251944,0.045245591140369835,90.0,0.999995
ag37,10,1.114,0.07154,-0.0123,15.571708135308919,0.077326,0.277633,0.038856,0.251944,0.045245591140369835,90.0,0.999995
ag38,-5,-1.0054,0.0084,0.2294,-119.6904761904762,0.07035,0.277486,0.035306000000000004,0.264739,0.044607236036861966,0,0.999991
ag38,0,0.2727,0.01325,-0.0377,20.5811320754717,0.07035,0.277486,0.035306000000000004,0.264739,0.044607236036861966,0,0.999991
ag38,5,0.8637,0.01902,-0.037,45.41009463722398,0.07035,0.277486,0.035306000000000004,0.264739,0.044607236036861966,0,0.999991
ag38,10,1.3909,0.16876,-0.2159,8.241881962550368,0.07035,0.277486,0.035306000000000004,0.264739,0.044607236036861966,0,0.999991
ag44ct02r,-5,-0.5748,0.16979,0.0731,-3.385358383885977,0.07291299999999999,0.246839,0.0194215,0.344066,0.04748783848470938,6.761976152012261,0.99999
ag44ct02r,0,0.1871,0.01146,-0.0398,16.326352530541012,0.07291299999999999,0.246839,0.0194215,0.344066,0.04748783848470938,6.761976152012261,0.99999
ag44ct02r,5,0.7404,0.01619,-0.0292,45.73193329215565,0.07291299999999999,0.246839,0.0194215,0.344066,0.04748783848470938,6.761976152012261,0.99999
ag44ct02r,10,1.1408,0.04872,-0.0117,23.41543513957307,0.07291299999999999,0.246839,0.0194215,0.344066,0.04748783848470938,6.761976152012261,0.99999
ag455ct02r,-5,-0.4144,0.05171,-0.023,-8.013923805840262,0.064808,0.222471,0.018319000000000002,0.318804,0.04823412317871368,4.894486785310857,0.999987
ag455ct02r,0,0.1268,0.01055,-0.025,12.018957345971563,0.064808,0.222471,0.018319000000000002,0.318804,0.04823412317871368,4.894486785310857,0.999987
ag455ct02r,5,0.7209,0.01616,-0.0241,44.61014851485148,0.064808,0.222471,0.018319000000000002,0.318804,0.04823412317871368,4.894486785310857,0.999987
ag455ct02r,10,1.085,0.06028,-0.0116,17.999336429993363,0.064808,0.222471,0.018319000000000002,0.318804,0.04823412317871368,4.894486785310857,0.999987
ag45c03,-5,-0.476,0.06653,-0.0106,-7.15466706748835,0.069861,0.234746,0.025478999999999998,0.386604,0.04865212116892578,0,0.999902
ag45c03,0,0.0666,0.01033,-0.0307,6.447241045498548,0.069861,0.234746,0.025478999999999998,0.386604,0.04865212116892578,0,0.999902
ag45c03,5,0.6417,0.01503,-0.027,42.69461077844312,0.069861,0.234746,0.025478999999999998,0.386604,0.04865212116892578,0,0.999902
ag45c03,10,1.1079,0.03725,-0.0152,29.742281879194636,0.069861,0.234746,0.025478999999999998,0.386604,0.04865212116892578,0,0.999902
ag45ct02r,-5,-1.0156,0.09634,0.2079,-10.541831015154662,0.069005,0.235341,0.0185105,0.31835,0.048145995043889125,5.711717216698913,0.999988
ag45ct02r,0,0.1728,0.01091,-0.0353,15.838680109990836,0.069005,0.235341,0.0185105,0.31835,0.048145995043889125,5.711717216698913,0.999988
ag45ct02r,5,0.7239,0.01601,-0.0248,45.215490318550906,0.069005,0.235341,0.0185105,0.31835,0.048145995043889125,5.711717216698913,0.999988
ag45ct02r,10,1.1108,0.05469,-0.0097,20.310842932894495,0.069005,0.235341,0.0185105,0.31835,0.048145995043889125,5.711717216698913,0.999988
ag46c03,-5,-0.2644,6.48043,0.0201,-0.04079976174420525,0.060289,0.234078,0.0227995,0.42761,0.04642050019721679,0,0.999902
ag46c03,0,0.0367,0.00972,-0.0228,3.775720164609054,0.060289,0.234078,0.0227995,0.42761,0.04642050019721679,0,0.999902
ag46c03,5,0.6114,0.01384,-0.0216,44.176300578034684,0.060289,0.234078,0.0227995,0.42761,0.04642050019721679,0,0.999902
ag46c03,10,1.043,0.05131,-0.0105,20.327421555252386,0.060289,0.234078,0.0227995,0.42761,0.04642050019721679,0,0.999902
ag46ct02r,-5,-0.5127,0.17973,0.0728,-2.8526122517109,0.060599999999999994,0.220861,0.017035500000000002,0.331198,0.046440512560279285,4.825773828607725,0.999988
ag46ct02r,0,0.1231,0.01004,-0.0226,12.260956175298805,0.060599999999999994,0.220861,0.017035500000000002,0.331198,0.046440512560279285,4.825773828607725,0.999988
ag46ct02r,5,0.7044,0.01611,-0.0215,43.7243947858473,0.060599999999999994,0.220861,0.017035500000000002,0.331198,0.046440512560279285,4.825773828607725,0.999988
ag46ct02r,10,0.9845,0.07657,-0.0173,12.857515998432808,0.060599999999999994,0.220861,0.017035500000000002,0.331198,0.046440512560279285,4.825773828607725,0.999988
ag47c03,-5,-0.5321,0.06674,-0.0043,-7.972729997003297,0.051158,0.224447,0.019301000000000002,0.457928,0.037978575361240885,0,0.999895
ag47c03,0,0.0118,0.00944,-0.0181,1.25,0.051158,0.224447,0.019301000000000002,0.457928,0.037978575361240885,0,0.999895
ag47c03,5,0.5699,0.01394,-0.014,40.88235294117647,0.051158,0.224447,0.019301000000000002,0.457928,0.037978575361240885,0,0.999895
ag47c03,10,0.7768,0.10261,-0.0339,7.570412240522367,0.051158,0.224447,0.019301000000000002,0.457928,0.037978575361240885,0,0.999895
ag47ct02r,-5,-0.4402,0.055,-0.0236,-8.003636363636364,0.050193999999999996,0.224854,0.012877,0.334468,0.037982439361497006,3.96228767393156,0.999983
ag47ct02r,0,0.1037,0.00955,-0.0181,10.858638743455497,0.050193999999999996,0.224854,0.012877,0.334468,0.037982439361497006,3.96228767393156,0.999983
ag47ct02r,5,0.6598,0.01855,-0.0139,35.56873315363882,0.050193999999999996,0.224854,0.012877,0.334468,0.037982439361497006,3.96228767393156,0.999983
ag47ct02r,10,0.6404,0.25609,0.0211,2.500683353508532,0.050193999999999996,0.224854,0.012877,0.334468,0.037982439361497006,3.96228767393156,0.999983
ag52,-5,-0.4046,0.02766,-0.0364,-14.62762111352133,0.083703,0.293559,0.017527,0.410078,0.04808736389955371,10.665090684023916,1.0
ag52,0,0.0988,0.01332,-0.0304,7.4174174174174174,0.083703,0.293559,0.017527,0.410078,0.04808736389955371,10.665090684023916,1.0
ag52,5,0.7554,0.01522,-0.0397,49.632063074901446,0.083703,0.293559,0.017527,0.410078,0.04808736389955371,10.665090684023916,1.0
ag52,10,1.1019,0.0548,-0.0127,20.107664233576642,0.083703,0.293559,0.017527,0.410078,0.04808736389955371,10.665090684023916,1.0
ag53,-5,-0.3901,0.02106,-0.0366,-18.52326685660019,0.08097299999999999,0.281445,0.017863499999999997,0.397427,0.04982807292287146,9.860103807691226,1.0
ag53,0,0.1046,0.01291,-0.0305,8.102246320681642,0.08097299999999999,0.281445,0.017863499999999997,0.397427,0.04982807292287146,9.860103807691226,1.0
ag53,5,0.7547,0.01531,-0.0388,49.29457870672763,0.08097299999999999,0.281445,0.017863499999999997,0.397427,0.04982807292287146,9.860103807691226,1.0
ag53,10,1.0922,0.05786,-0.0129,18.87659868648462,0.08097299999999999,0.281445,0.017863499999999997,0.397427,0.04982807292287146,9.860103807691226,1.0
ag54,-5,-0.3791,0.0337,-0.0406,-11.249258160237389,0.075772,0.271294,0.018357500000000002,0.386348,0.04385795881631924,8.20194867889021,1.0
ag54,0,0.1147,0.01213,-0.0304,9.455894476504534,0.075772,0.271294,0.018357500000000002,0.386348,0.04385795881631924,8.20194867889021,1.0
ag54,5,0.7538,0.01551,-0.037,48.60090264345584,0.075772,0.271294,0.018357500000000002,0.386348,0.04385795881631924,8.20194867889021,1.0
ag54,10,1.072,0.06165,-0.0132,17.388483373884835,0.075772,0.271294,0.018357500000000002,0.386348,0.04385795881631924,8.20194867889021,1.0
ag55,-5,-0.3992,0.05231,-0.0388,-7.631428025234181,0.06584,0.248659,0.0198025,0.362576,0.047201151254012336,5.999274753300853,0.999998
ag55,0,0.1395,0.01105,-0.0311,12.624434389140271,0.06584,0.248659,0.0198025,0.362576,0.047201151254012336,5.999274753300853,0.999998
ag55,5,0.7527,0.01577,-0.0341,47.72986683576411,0.06584,0.248659,0.0198025,0.362576,0.047201151254012336,5.999274753300853,0.999998
ag55,10,1.0825,0.06605,-0.017,16.389099167297502,0.06584,0.248659,0.0198025,0.362576,0.047201151254012336,5.999274753300853,0.999998
ah63k127,-5,-0.1448,0.0601,-0.1446,-2.409317803660566,0.12707,0.40245,0.03765,0.43474,0.04186330033702215,0,1.0
ah63k127,0,0.1464,0.03155,-0.0652,4.640253565768621,0.12707,0.40245,0.03765,0.43474,0.04186330033702215,0,1.0
ah63k127,5,0.5882,0.04576,-0.0633,12.854020979020977,0.12707,0.40245,0.03765,0.43474,0.04186330033702215,0,1.0
ah63k127,10,1.0789,0.03691,-0.0381,29.230560823625034,0.12707,0.40245,0.03765,0.43474,0.04186330033702215,0,1.0
ah79k132,-5,-0.623,0.09677,0.0965,-6.437945644311254,0.132,0.40245,0.0368,0.40245,0.0441425640816131,0.8923854587405653,1.0
ah79k132,0,0.2598,0.03302,-0.0762,7.867958812840702,0.132,0.40245,0.0368,0.40245,0.0441425640816131,0.8923854587405653,1.0
ah79k132,5,0.5839,0.04082,-0.0444,14.304262616364525,0.132,0.40245,0.0368,0.40245,0.0441425640816131,0.8923854587405653,1.0
ah79k132,10,1.1604,0.02681,-0.0293,43.282357329354724,0.132,0.40245,0.0368,0.40245,0.0441425640816131,0.8923854587405653,1.0
ah79k135,-5,-0.4198,0.04139,-0.0497,-10.142546508818555,0.13487,0.40245,0.030525000000000004,0.40245,0.043389936296802045,0.356978430732288,1.0
ah79k135,0,0.3419,0.0308,-0.0865,11.10064935064935,0.13487,0.40245,0.030525000000000004,0.40245,0.043389936296802045,0.356978430732288,1.0
ah79k135,5,0.5664,0.03842,-0.0381,14.742321707444038,0.13487,0.40245,0.030525000000000004,0.40245,0.043389936296802045,0.356978430732288,1.0
ah79k135,10,1.0232,0.03095,-0.0108,33.059773828756065,0.13487,0.40245,0.030525000000000004,0.40245,0.043389936296802045,0.356978430732288,1.0
ah79k143,-5,-0.5043,0.03896,-0.0331,-12.944045174537987,0.14274,0.40245,0.02868,0.40245,0.043687726437980884,8.1550896092284,1.0
ah79k143,0,0.2737,0.03512,-0.0756,7.793280182232347,0.14274,0.40245,0.02868,0.40245,0.043687726437980884,8.1550896092284,1.0
ah79k143,5,0.5182,0.04348,-0.0334,11.918123275068998,0.14274,0.40245,0.02868,0.40245,0.043687726437980884,8.1550896092284,1.0
ah79k143,10,0.9229,0.0324,0.0053,28.48456790123457,0.14274,0.40245,0.02868,0.40245,0.043687726437980884,8.1550896092284,1.0
ah80129,-5,-0.3185,0.19604,-0.01,-1.6246684350132627,0.12865,0.40245,0.040639999999999996,0.43474,0.04125512612833622,4.453298744393997,1.0
ah80129,0,0.1909,0.034,-0.0687,5.614705882352941,0.12865,0.40245,0.040639999999999996,0.43474,0.04125512612833622,4.453298744393997,1.0
ah80129,5,0.5552,0.04756,-0.0504,11.67367535744323,0.12865,0.40245,0.040639999999999996,0.43474,0.04125512612833622,4.453298744393997,1.0
ah80129,10,0.9587,0.04284,-0.0154,22.37861811391223,0.12865,0.40245,0.040639999999999996,0.43474,0.04125512612833622,4.453298744393997,1.0
ah80136,-5,-0.3144,0.0439,-0.0405,-7.161731207289294,0.13549,0.33928,0.034025,0.33928,0.04513792270636746,10.587321318236985,1.0
ah80136,0,0.3059,0.03301,-0.0637,9.266888821569223,0.13549,0.33928,0.034025,0.33928,0.04513792270636746,10.587321318236985,1.0
ah80136,5,0.5865,0.05185,-0.042,11.311475409836065,0.13549,0.33928,0.034025,0.33928,0.04513792270636746,10.587321318236985,1.0
ah80136,10,1.1063,0.04551,-0.0238,24.308943089430894,0.13549,0.33928,0.034025,0.33928,0.04513792270636746,10.587321318236985,1.0
ah80140,-5,-0.1571,0.04198,-0.07,-3.742258218199142,0.13963,0.30866,0.0436,0.33928,0.052913350281495596,2.3191224958774286,1.0
ah80140,0,0.4016,0.02867,-0.0758,14.007673526334147,0.13963,0.30866,0.0436,0.33928,0.052913350281495596,2.3191224958774286,1.0
ah80140,5,0.5545,0.0601,-0.0494,9.226289517470882,0.13963,0.30866,0.0436,0.33928,0.052913350281495596,2.3191224958774286,1.0
ah80140,10,0.8363,0.08603,-0.0373,9.721027548529584,0.13963,0.30866,0.0436,0.33928,0.052913350281495596,2.3191224958774286,1.0
ah81131,-5,-1.609,0.08376,0.3255,-19.209646609360075,0.13052,0.40245,0.02823,0.40245,0.0413542060637142,90.0,1.0
ah81131,0,-0.0459,0.033,-0.0206,-1.3909090909090909,0.13052,0.40245,0.02823,0.40245,0.0413542060637142,90.0,1.0
ah81131,5,0.5457,0.04417,-0.0307,12.354539280054334,0.13052,0.40245,0.02823,0.40245,0.0413542060637142,90.0,1.0
ah81131,10,0.9528,0.03605,0.0092,26.42995839112344,0.13052,0.40245,0.02823,0.40245,0.0413542060637142,90.0,1.0
ah82150a,-5,-0.378,0.0398,-0.0656,-9.49748743718593,0.14999,0.40245,0.03281,0.43474,0.04477601382262159,0,1.0
ah82150a,0,0.2464,0.03722,-0.0723,6.620096722192369,0.14999,0.40245,0.03281,0.43474,0.04477601382262159,0,1.0
ah82150a,5,0.7029,0.03555,-0.0651,19.772151898734176,0.14999,0.40245,0.03281,0.43474,0.04477601382262159,0,1.0
ah82150a,10,1.0837,0.03127,-0.0348,34.65622001918772,0.14999,0.40245,0.03281,0.43474,0.04477601382262159,0,1.0
ah82150f,-5,-1.0635,0.08012,0.1839,-13.273839241138292,0.14997,0.43474,0.03636,0.4673,0.04344258607759314,0,1.0
ah82150f,0,-0.0346,0.04257,-0.0355,-0.8127789523138361,0.14997,0.43474,0.03636,0.4673,0.04344258607759314,0,1.0
ah82150f,5,0.4784,0.04648,-0.0363,10.292598967297762,0.14997,0.43474,0.03636,0.4673,0.04344258607759314,0,1.0
ah82150f,10,0.9252,0.03412,-0.0077,27.116060961313014,0.14997,0.43474,0.03636,0.4673,0.04344258607759314,0,1.0
ah83150q,-5,-0.2275,0.03713,-0.1005,-6.127120926474548,0.15003,0.40245,0.041325,0.37059,0.0499316610361083,0,1.0
ah83150q,0,0.4617,0.03603,-0.0967,12.814321398834306,0.15003,0.40245,0.041325,0.37059,0.0499316610361083,0,1.0
ah83150q,5,0.5441,0.04984,-0.0372,10.9169341894061,0.15003,0.40245,0.041325,0.37059,0.0499316610361083,0,1.0
ah83150q,10,1.1431,0.03887,-0.0339,29.40828402366864,0.15003,0.40245,0.041325,0.37059,0.0499316610361083,0,1.0
ah83159,-5,-0.2367,0.07343,-0.0602,-3.2234781424485908,0.15942,0.43474,0.03845,0.40245,0.046839036628491926,0,1.0
ah83159,0,0.0663,0.04791,-0.0539,1.3838447088290544,0.15942,0.43474,0.03845,0.40245,0.046839036628491926,0,1.0
