rLE,Xup,Yup,Xlo,Ylo,cl,cd,cm,cl_cd,alpha,status
0.1,0.18884239,0.155,0.4000008,-0.3,301.28372,-44.459507,-67.56079,0.0,5.0,1
0.1,0.18884239,0.155,0.4000008,-0.2275,230.47906,-33.800358,-51.303673,0.0,5.0,1
0.1,0.18884239,0.155,0.4000008,-0.155,149.25163,-22.52592,-32.75193,0.0,5.0,1
0.1,0.18884239,0.155,0.4000008,-0.0825,60.23811,-9.652959,-12.49001,0.0,5.0,1
0.1,0.18884239,0.155,0.4000008,-0.01,7.1444697,-0.88940704,-1.6302199,0.0,5.0,1
0.1,0.18884239,0.155,0.5000011,-0.3,3336603000000000.0,-559130220000000.0,-607200800000000.0,0.0,5.0,1
0.1,0.18884239,0.155,0.5000011,-0.2275,2530257800000000.0,-424007160000000.0,-460460800000000.0,0.0,5.0,1
0.1,0.18884239,0.155,0.5000011,-0.155,1723912000000000.0,-288884000000000.0,-313720600000000.0,0.0,5.0,1
0.1,0.18884239,0.155,0.5000011,-0.0825,917565940000000.0,-153760840000000.0,-166980280000000.0,0.0,5.0,1
0.1,0.18884239,0.155,0.5000011,-0.01,111220124000000.0,-18637675000000.0,-20240038000000.0,0.0,5.0,1
0.1,0.18884239,0.2275,0.1,-0.3,0.5810495,0.028035406,-0.002615165,20.725561,5.0,1
0.1,0.18884239,0.2275,0.1,-0.2275,0.3307113,0.049565632,0.017326754,6.6721897,5.0,1
0.1,0.18884239,0.2275,0.1,-0.155,0.6057706,0.02889714,-0.047332287,20.962994,5.0,1
0.1,0.18884239,0.2275,0.1,-0.0825,0.5552277,0.014534812,0.03938078,38.199852,5.0,1
0.1,0.18884239,0.2275,0.1,-0.01,0.36878473,0.027473386,0.056929167,13.423345,5.0,1
0.1,0.18884239,0.2275,0.20000027,-0.3,1.6063927,-0.105089486,-0.30812806,0.0,5.0,1
0.1,0.18884239,0.2275,0.20000027,-0.2275,1.475115,-0.07260266,-0.28203875,0.0,5.0,1
0.1,0.18884239,0.2275,0.20000027,-0.155,0.7182723,-0.0038139466,-0.03007596,0.0,5.0,1
0.1,0.18884239,0.2275,0.20000027,-0.0825,0.42304963,0.026435856,0.039522648,16.002872,5.0,1
0.1,0.18884239,0.2275,0.20000027,-0.01,0.3023641,0.03287448,0.05550413,9.197533,5.0,1
0.1,0.18884239,0.2275,0.30000052,-0.3,10.2558975,-1.2509221,-2.738464,0.0,5.0,1
0.1,0.18884239,0.2275,0.30000052,-0.2275,5.5686574,-0.74241996,-1.2872344,0.0,5.0,1
0.1,0.18884239,0.2275,0.30000052,-0.155,4.545553,-0.5406324,-1.0875831,0.0,5.0,1
0.1,0.18884239,0.2275,0.30000052,-0.0825,1.391563,-0.1796735,-0.11380826,0.0,5.0,1
0.1,0.18884239,0.2275,0.30000052,-0.01,0.41256708,0.03520002,0.04375926,11.72065,5.0,1
0.1,0.18884239,0.2275,0.4000008,-0.3,195.70178,-28.9607,-43.071117,0.0,5.0,1
0.1,0.18884239,0.2275,0.4000008,-0.2275,144.35327,-21.769615,-31.684423,0.0,5.0,1
0.1,0.18884239,0.2275,0.4000008,-0.155,76.80297,-12.507562,-15.381103,0.0,5.0,1
0.1,0.18884239,0.2275,0.4000008,-0.0825,38.670063,-6.4046936,-7.444859,0.0,5.0,1
0.1,0.18884239,0.2275,0.4000008,-0.01,2.035502,-0.3282566,-0.23085876,0.0,5.0,1
0.1,0.18884239,0.2275,0.5000011,-0.3,2184297400000000.0,-366033000000000.0,-397502300000000.0,0.0,5.0,1
0.1,0.18884239,0.2275,0.5000011,-0.2275,1656425800000000.0,-277575030000000.0,-301439430000000.0,0.0,5.0,1
0.1,0.18884239,0.2275,0.5000011,-0.155,1128553800000000.0,-189117060000000.0,-205376300000000.0,0.0,5.0,1
0.1,0.18884239,0.2275,0.5000011,-0.0825,600681900000000.0,-100659080000000.0,-109313160000000.0,0.0,5.0,1
0.1,0.18884239,0.2275,0.5000011,-0.01,72809920000000.0,-12201100000000.0,-13250080000000.0,0.0,5.0,1
0.1,0.18884239,0.3,0.1,-0.3,0.3514434,0.04926115,0.01287327,7.1342916,5.0,1
0.1,0.18884239,0.3,0.1,-0.2275,0.6188834,0.026077934,-0.049283475,23.73207,5.0,1
0.1,0.18884239,0.3,0.1,-0.155,0.48367316,0.026316203,0.0326487,18.379292,5.0,1
0.1,0.18884239,0.3,0.1,-0.0825,0.6205443,0.025164071,-0.0017024502,24.659933,5.0,1
0.1,0.18884239,0.3,0.1,-0.01,0.3915031,0.02953472,0.0513058,13.255691,5.0,1
0.1,0.18884239,0.3,0.20000027,-0.3,1.253217,-0.058465775,-0.21734418,0.0,5.0,1
0.1,0.18884239,0.3,0.20000027,-0.2275,0.66930556,-0.0062408447,-0.01421345,0.0,5.0,1
0.1,0.18884239,0.3,0.20000027,-0.155,0.42774883,0.024950728,0.035820596,17.143742,5.0,1
0.1,0.18884239,0.3,0.20000027,-0.0825,0.46061498,0.013913456,0.04307714,33.10572,5.0,1
0.1,0.18884239,0.3,0.20000027,-0.01,0.376853,0.032977946,0.047473006,11.427424,5.0,1
0.1,0.18884239,0.3,0.30000052,-0.3,5.761832,-0.7551521,-1.3545043,0.0,5.0,1
0.1,0.18884239,0.3,0.30000052,-0.2275,5.191321,-0.6056356,-1.2291032,0.0,5.0,1
0.1,0.18884239,0.3,0.30000052,-0.155,3.439817,-0.42065477,-0.73913616,0.0,5.0,1
0.1,0.18884239,0.3,0.30000052,-0.0825,1.3335332,-0.13157451,-0.12501097,0.0,5.0,1
0.1,0.18884239,0.3,0.30000052,-0.01,0.40268734,0.03472561,0.04870653,11.596264,5.0,1
0.1,0.18884239,0.3,0.4000008,-0.3,141.9201,-21.39787,-31.151373,0.0,5.0,1
0.1,0.18884239,0.3,0.4000008,-0.2275,91.0636,-14.5589285,-18.798552,0.0,5.0,1
0.1,0.18884239,0.3,0.4000008,-0.155,56.36615,-9.003826,-11.724901,0.0,5.0,1
0.1,0.18884239,0.3,0.4000008,-0.0825,30.938118,-4.8723097,-6.4823394,0.0,5.0,1
0.1,0.18884239,0.3,0.4000008,-0.01,4.1551104,-0.47946134,-0.85834134,0.0,5.0,1
0.1,0.18884239,0.3,0.5000011,-0.3,1623586900000000.0,-272072090000000.0,-295463200000000.0,0.0,5.0,1
0.1,0.18884239,0.3,0.5000011,-0.2275,1231220000000000.0,-206321300000000.0,-224059600000000.0,0.0,5.0,1
0.1,0.18884239,0.3,0.5000011,-0.155,838853300000000.0,-140570560000000.0,-152656040000000.0,0.0,5.0,1
0.1,0.18884239,0.3,0.5000011,-0.0825,446486450000000.0,-74819820000000.0,-81252390000000.0,0.0,5.0,1
0.1,0.18884239,0.3,0.5000011,-0.01,54119570000000.0,-9069069000000.0,-9848776000000.0,0.0,5.0,1
0.1,0.3666318,0.01,0.1,-0.3,0.7028959,0.0053626634,0.0027105547,131.07216,5.0,1
0.1,0.3666318,0.01,0.1,-0.2275,0.7271296,0.010153934,-0.03389521,71.61063,5.0,1
0.1,0.3666318,0.01,0.1,-0.155,0.94190204,0.006332107,-0.11250219,148.75018,5.0,1
0.1,0.3666318,0.01,0.1,-0.0825,0.75113225,0.016691681,-0.040476754,45.000397,5.0,1
0.1,0.3666318,0.01,0.1,-0.01,0.60834605,0.017475713,0.021558352,34.810944,5.0,1
0.1,0.3666318,0.01,0.20000027,-0.3,1.6659367,-0.113338634,-0.2819184,0.0,5.0,1
0.1,0.3666318,0.01,0.20000027,-0.2275,1.483406,-0.07946324,-0.230027,0.0,5.0,1
0.1,0.3666318,0.01,0.20000027,-0.155,0.7106737,0.00023027882,-0.013862081,3086.1443,5.0,1
0.1,0.3666318,0.01,0.20000027,-0.0825,0.8041819,0.0057200305,-0.05758921,140.59048,5.0,1
0.1,0.3666318,0.01,0.20000027,-0.01,0.5923195,0.019021492,0.020783547,31.139486,5.0,1
0.1,0.3666318,0.01,0.30000052,-0.3,4.377458,-0.69691163,-0.791817,0.0,5.0,1
0.1,0.3666318,0.01,0.30000052,-0.2275,4.551057,-0.6057862,-0.9997401,0.0,5.0,1
0.1,0.3666318,0.01,0.30000052,-0.155,4.1437683,-0.46359769,-1.027009,0.0,5.0,1
0.1,0.3666318,0.01,0.30000052,-0.0825,2.4274573,-0.2628154,-0.47275782,0.0,5.0,1
0.1,0.3666318,0.01,0.30000052,-0.01,0.6155573,0.019814577,0.012166759,31.065882,5.0,1
0.1,0.3666318,0.01,0.4000008,-0.3,169.86192,-25.239267,-37.777916,0.0,5.0,1
0.1,0.3666318,0.01,0.4000008,-0.2275,131.41699,-19.406565,-29.392784,0.0,5.0,1
0.1,0.3666318,0.01,0.4000008,-0.155,92.42505,-13.546142,-20.891169,0.0,5.0,1
0.1,0.3666318,0.01,0.4000008,-0.0825,49.053604,-7.162734,-10.974023,0.0,5.0,1
0.1,0.3666318,0.01,0.4000008,-0.01,5.553516,-0.6430787,-1.3670851,0.0,5.0,1
0.1,0.3666318,0.01,0.5000011,-0.3,1992595600000000.0,-333908570000000.0,-362616070000000.0,0.0,5.0,1
0.1,0.3666318,0.01,0.5000011,-0.2275,1511051600000000.0,-253213990000000.0,-274983840000000.0,0.0,5.0,1
0.1,0.3666318,0.01,0.5000011,-0.155,1029507750000000.0,-172519420000000.0,-187351620000000.0,0.0,5.0,1
0.1,0.3666318,0.01,0.5000011,-0.0825,547963840000000.0,-91824860000000.0,-99719460000000.0,0.0,5.0,1
0.1,0.3666318,0.01,0.5000011,-0.01,66419850000000.0,-11130285000000.0,-12087202000000.0,0.0,5.0,1
0.1,0.3666318,0.0825,0.1,-0.3,0.6571311,0.018358331,0.013612498,35.79471,5.0,1
0.1,0.3666318,0.0825,0.1,-0.2275,0.6388788,0.01434638,0.024459463,44.532406,5.0,1
0.1,0.3666318,0.0825,0.1,-0.155,0.62801003,0.012943618,0.029303849,48.518894,5.0,1
0.1,0.3666318,0.0825,0.1,-0.0825,0.61856806,0.012160551,0.03247791,50.86678,5.0,1
0.1,0.3666318,0.0825,0.1,-0.01,0.6013755,0.012470961,0.03442202,48.22207,5.0,1
0.1,0.3666318,0.0825,0.20000027,-0.3,0.64286184,0.018478286,0.0089488365,34.790123,5.0,1
0.1,0.3666318,0.0825,0.20000027,-0.2275,0.67752564,0.019480016,0.005783573,34.78055,5.0,1
0.1,0.3666318,0.0825,0.20000027,-0.155,0.6709719,0.016078118,0.014014296,41.73199,5.0,1
0.1,0.3666318,0.0825,0.20000027,-0.0825,0.6316409,0.0117690265,0.029649738,53.669765,5.0,1
0.1,0.3666318,0.0825,0.20000027,-0.01,0.6015301,0.012536142,0.035071537,47.98367,5.0,1
0.1,0.3666318,0.0825,0.30000052,-0.3,1.0730083,-0.045434557,-0.122761175,0.0,5.0,1
0.1,0.3666318,0.0825,0.30000052,-0.2275,0.82816803,-0.013960801,-0.041089326,0.0,5.0,1
0.1,0.3666318,0.0825,0.30000052,-0.155,0.748845,0.0014609955,-0.014782343,512.55804,5.0,1
0.1,0.3666318,0.0825,0.30000052,-0.0825,0.6770147,0.011606444,0.0037810393,58.330936,5.0,1
0.1,0.3666318,0.0825,0.30000052,-0.01,0.6054081,0.012461994,0.03463787,48.580353,5.0,1
0.1,0.3666318,0.0825,0.4000008,-0.3,12.161327,-1.9021055,-2.6096914,0.0,5.0,1
0.1,0.3666318,0.0825,0.4000008,-0.2275,8.856745,-1.414179,-1.8201187,0.0,5.0,1
0.1,0.3666318,0.0825,0.4000008,-0.155,6.7705507,-0.9876424,-1.5075088,0.0,5.0,1
0.1,0.3666318,0.0825,0.4000008,-0.0825,4.879348,-0.5566349,-1.1766918,0.0,5.0,1
0.1,0.3666318,0.0825,0.4000008,-0.01,0.59521914,0.010565635,0.009247541,56.33539,5.0,1
0.1,0.3666318,0.0825,0.5000011,-0.3,167760890000000.0,-28112467000000.0,-30529427000000.0,0.0,5.0,1
0.1,0.3666318,0.0825,0.5000011,-0.2275,127218650000000.0,-21318626000000.0,-23151478000000.0,0.0,5.0,1
0.1,0.3666318,0.0825,0.5000011,-0.155,86676450000000.0,-14524777000000.0,-15773539000000.0,0.0,5.0,1
0.1,0.3666318,0.0825,0.5000011,-0.0825,46134236000000.0,-7730930600000.0,-8395589400000.0,0.0,5.0,1
0.1,0.3666318,0.0825,0.5000011,-0.01,5592027000000.0,-937082200000.0,-1017647100000.0,0.0,5.0,1
0.1,0.3666318,0.155,0.1,-0.3,0.62319595,0.012816463,0.030197013,48.624645,5.0,1
0.1,0.3666318,0.155,0.1,-0.2275,0.6233334,0.012407027,0.031052995,50.24035,5.0,1
0.1,0.3666318,0.155,0.1,-0.155,0.61775446,0.012499981,0.03205541,49.420433,5.0,1
0.1,0.3666318,0.155,0.1,-0.0825,0.609527,0.0125793405,0.033051867,48.454605,5.0,1
0.1,0.3666318,0.155,0.1,-0.01,0.6013894,0.012722809,0.03382425,47.268604,5.0,1
0.1,0.3666318,0.155,0.20000027,-0.3,0.66953075,0.015448999,0.015874617,43.33813,5.0,1
0.1,0.3666318,0.155,0.20000027,-0.2275,0.6466956,0.012674406,0.024958268,51.02374,5.0,1
0.1,0.3666318,0.155,0.20000027,-0.155,0.6310553,0.01162133,0.03023338,54.301468,5.0,1
0.1,0.3666318,0.155,0.20000027,-0.0825,0.6141469,0.012209624,0.032762337,50.30023,5.0,1
0.1,0.3666318,0.155,0.20000027,-0.01,0.6006843,0.012568053,0.034395855,47.794537,5.0,1
0.1,0.3666318,0.155,0.30000052,-0.3,0.73845893,0.0006460007,-0.009860344,1143.124,5.0,1
0.1,0.3666318,0.155,0.30000052,-0.2275,0.68291104,0.008211751,0.0019097105,83.16266,5.0,1
0.1,0.3666318,0.155,0.30000052,-0.155,0.66909176,0.010932598,0.006073691,61.20153,5.0,1
0.1,0.3666318,0.155,0.30000052,-0.0825,0.65189755,0.012449022,0.014191091,52.36536,5.0,1
0.1,0.3666318,0.155,0.30000052,-0.01,0.6004025,0.012428332,0.03452461,48.309174,5.0,1
0.1,0.3666318,0.155,0.4000008,-0.3,6.6685014,-0.98591924,-1.4783834,0.0,5.0,1
0.1,0.3666318,0.155,0.4000008,-0.2275,6.243314,-0.8245739,-1.4548323,0.0,5.0,1
0.1,0.3666318,0.155,0.4000008,-0.155,4.835861,-0.55194825,-1.164625,0.0,5.0,1
0.1,0.3666318,0.155,0.4000008,-0.0825,2.031204,-0.2076984,-0.42004478,0.0,5.0,1
0.1,0.3666318,0.155,0.4000008,-0.01,0.6155072,0.00844181,0.015130792,72.91176,5.0,1
0.1,0.3666318,0.155,0.5000011,-0.3,87566630000000.0,-14673951000000.0,-15935531000000.0,0.0,5.0,1
0.1,0.3666318,0.155,0.5000011,-0.2275,66404707000000.0,-11127746000000.0,-12084446000000.0,0.0,5.0,1
0.1,0.3666318,0.155,0.5000011,-0.155,45242760000000.0,-7581542000000.0,-8233359000000.0,0.0,5.0,1
0.1,0.3666318,0.155,0.5000011,-0.0825,24080825000000.0,-4035337300000.0,-4382272000000.0,0.0,5.0,1
0.1,0.3666318,0.155,0.5000011,-0.01,2918888000000.0,-489131670000.0,-531184500000.0,0.0,5.0,1
0.1,0.3666318,0.2275,0.1,-0.3,0.62191546,0.01242505,0.031212814,50.053356,5.0,1
0.1,0.3666318,0.2275,0.1,-0.2275,0.6169901,0.012632828,0.031900365,48.840218,5.0,1
0.1,0.3666318,0.2275,0.1,-0.155,0.61214924,0.012554105,0.03254444,48.76088,5.0,1
0.1,0.3666318,0.2275,0.1,-0.0825,0.60609037,0.012618836,0.03328201,48.03061,5.0,1
0.1,0.3666318,0.2275,0.1,-0.01,0.601612,0.0128435455,0.03357105,46.84158,5.0,1
0.1,0.3666318,0.2275,0.20000027,-0.3,0.6398189,0.012003824,0.027473737,53.301258,5.0,1
0.1,0.3666318,0.2275,0.20000027,-0.2275,0.6303128,0.011694107,0.030225165,53.900036,5.0,1
0.1,0.3666318,0.2275,0.20000027,-0.155,0.61858225,0.012178265,0.031954538,50.793957,5.0,1
0.1,0.3666318,0.2275,0.20000027,-0.0825,0.608749,0.0124419,0.033365957,48.927334,5.0,1
0.1,0.3666318,0.2275,0.20000027,-0.01,0.60114,0.012746915,0.033954963,47.15965,5.0,1
0.1,0.3666318,0.2275,0.30000052,-0.3,0.66788054,0.008701462,0.006523125,76.754974,5.0,1
0.1,0.3666318,0.2275,0.30000052,-0.2275,0.6631623,0.010444701,0.007938206,63.492702,5.0,1
0.1,0.3666318,0.2275,0.30000052,-0.155,0.6586722,0.012453672,0.010114633,52.8898,5.0,1
0.1,0.3666318,0.2275,0.30000052,-0.0825,0.637776,0.0125686675,0.019270025,50.74333,5.0,1
0.1,0.3666318,0.2275,0.30000052,-0.01,0.6005449,0.012597907,0.034116544,47.67021,5.0,1
0.1,0.3666318,0.2275,0.4000008,-0.3,6.027239,-0.7491432,-1.4311001,0.0,5.0,1
0.1,0.3666318,0.2275,0.4000008,-0.2275,4.8213153,-0.55023,-1.160661,0.0,5.0,1
0.1,0.3666318,0.2275,0.4000008,-0.155,2.7219226,-0.2949811,-0.6023537,0.0,5.0,1
0.1,0.3666318,0.2275,0.4000008,-0.0825,1.594503,-0.13994972,-0.2840283,0.0,5.0,1
0.1,0.3666318,0.2275,0.4000008,-0.01,0.6340215,0.011820104,0.019022696,53.63925,5.0,1
0.1,0.3666318,0.2275,0.5000011,-0.3,59245635000000.0,-9928069000000.0,-10781625000000.0,0.0,5.0,1
0.1,0.3666318,0.2275,0.5000011,-0.2275,44927940000000.0,-7528785000000.0,-8176067000000.0,0.0,5.0,1
0.1,0.3666318,0.2275,0.5000011,-0.155,30610242000000.0,-5129501700000.0,-5570506500000.0,0.0,5.0,1
0.1,0.3666318,0.2275,0.5000011,-0.0825,16292547000000.0,-2730218500000.0,-2964946700000.0,0.0,5.0,1
0.1,0.3666318,0.2275,0.5000011,-0.01,1974854000000.0,-330935570000.0,-359387430000.0,0.0,5.0,1
0.1,0.3666318,0.3,0.1,-0.3,0.6169367,0.012684006,0.031710755,48.638947,5.0,1
0.1,0.3666318,0.3,0.1,-0.2275,0.61362326,0.012613237,0.032273896,48.64915,5.0,1
0.1,0.3666318,0.3,0.1,-0.155,0.60913163,0.012620103,0.032927,48.266773,5.0,1
0.1,0.3666318,0.3,0.1,-0.0825,0.60461915,0.012653969,0.033320423,47.780987,5.0,1
0.1,0.3666318,0.3,0.1,-0.01,0.6016169,0.012927916,0.03347384,46.536266,5.0,1
0.1,0.3666318,0.3,0.20000027,-0.3,0.6298139,0.011731438,0.030251533,53.685993,5.0,1
0.1,0.3666318,0.3,0.20000027,-0.2275,0.6206533,0.012111787,0.031648878,51.24374,5.0,1
0.1,0.3666318,0.3,0.20000027,-0.155,0.6127372,0.012407351,0.03254642,49.38501,5.0,1
0.1,0.3666318,0.3,0.20000027,-0.0825,0.6063192,0.0124962665,0.033512145,48.520027,5.0,1
0.1,0.3666318,0.3,0.20000027,-0.01,0.6013944,0.012829952,0.033725202,46.874252,5.0,1
0.1,0.3666318,0.3,0.30000052,-0.3,0.66023815,0.01025388,0.008955084,64.38911,5.0,1
0.1,0.3666318,0.3,0.30000052,-0.2275,0.6628563,0.012299318,0.008405987,53.89374,5.0,1
0.1,0.3666318,0.3,0.30000052,-0.155,0.65046906,0.01295764,0.014015999,50.199657,5.0,1
0.1,0.3666318,0.3,0.30000052,-0.0825,0.6297072,0.012883924,0.021925606,48.875423,5.0,1
0.1,0.3666318,0.3,0.30000052,-0.01,0.60095716,0.012720596,0.03385604,47.242847,5.0,1
0.1,0.3666318,0.3,0.4000008,-0.3,4.8141956,-0.54939055,-1.1586715,0.0,5.0,1
0.1,0.3666318,0.3,0.4000008,-0.2275,2.8545604,-0.31739998,-0.59768736,0.0,5.0,1
0.1,0.3666318,0.3,0.4000008,-0.155,2.0543149,-0.2028175,-0.43111485,0.0,5.0,1
0.1,0.3666318,0.3,0.4000008,-0.0825,1.0136403,-0.059146654,-0.13292068,0.0,5.0,1
0.1,0.3666318,0.3,0.4000008,-0.01,0.63829875,0.012207426,0.02069544,52.287743,5.0,1
0.1,0.3666318,0.3,0.5000011,-0.3,44766985000000.0,-7501812600000.0,-8146775000000.0,0.0,5.0,1
0.1,0.3666318,0.3,0.5000011,-0.2275,33948298000000.0,-5688874500000.0,-6177972000000.0,0.0,5.0,1
0.1,0.3666318,0.3,0.5000011,-0.155,23129610000000.0,-3875936700000.0,-4209168000000.0,0.0,5.0,1
0.1,0.3666318,0.3,0.5000011,-0.0825,12310920000000.0,-2062998800000.0,-2240363400000.0,0.0,5.0,1
0.1,0.3666318,0.3,0.5000011,-0.01,1492232800000.0,-250060420000.0,-271559200000.0,0.0,5.0,1
0.1,0.5444212,0.01,0.1,-0.3,0.6632894,0.017828833,0.009719502,37.203186,5.0,1
0.1,0.5444212,0.01,0.1,-0.2275,0.6641426,0.0179834,0.008307956,36.93087,5.0,1
0.1,0.5444212,0.01,0.1,-0.155,0.66433275,0.01812055,0.006750766,36.661842,5.0,1
0.1,0.5444212,0.01,0.1,-0.0825,0.66210765,0.018466748,0.0049885884,35.854046,5.0,1
0.1,0.5444212,0.01,0.1,-0.01,0.6616577,0.01910109,0.0027645007,34.639786,5.0,1
0.1,0.5444212,0.01,0.20000027,-0.3,0.6656373,0.017808236,0.009918556,37.37806,5.0,1
0.1,0.5444212,0.01,0.20000027,-0.2275,0.66577053,0.017898489,0.009030119,37.197025,5.0,1
0.1,0.5444212,0.01,0.20000027,-0.155,0.6658424,0.018064126,0.0076601617,36.85993,5.0,1
0.1,0.5444212,0.01,0.20000027,-0.0825,0.6649164,0.01820862,0.0058276355,36.516575,5.0,1
0.1,0.5444212,0.01,0.20000027,-0.01,0.66157323,0.019023266,0.0030460209,34.777058,5.0,1
0.1,0.5444212,0.01,0.30000052,-0.3,0.6817037,0.026014168,-2.6606023e-05,26.205093,5.0,1
0.1,0.5444212,0.01,0.30000052,-0.2275,0.68974215,0.021951642,-0.0007193014,31.420982,5.0,1
0.1,0.5444212,0.01,0.30000052,-0.155,0.6751151,0.019632053,0.00031570718,34.388412,5.0,1
0.1,0.5444212,0.01,0.30000052,-0.0825,0.66801775,0.018861327,0.0029298067,35.417324,5.0,1
0.1,0.5444212,0.01,0.30000052,-0.01,0.66187847,0.01892503,0.0033198185,34.97371,5.0,1
0.1,0.5444212,0.01,0.4000008,-0.3,0.5177407,-0.010882113,0.0819897,0.0,5.0,1
0.1,0.5444212,0.01,0.4000008,-0.2275,0.57291496,-0.028568551,0.084928185,0.0,5.0,1
0.1,0.5444212,0.01,0.4000008,-0.155,0.7514018,-0.025057513,0.05578351,0.0,5.0,1
0.1,0.5444212,0.01,0.4000008,-0.0825,0.6672033,-0.007195333,0.04041013,0.0,5.0,1
0.1,0.5444212,0.01,0.4000008,-0.01,0.67840403,0.021652445,-0.0010182634,31.33152,5.0,1
0.1,0.5444212,0.01,0.5000011,-0.3,-3479841500000.0,-1261005200000.0,2431534200000.0,0.0,5.0,1
0.1,0.5444212,0.01,0.5000011,-0.2275,-2638878900000.0,-956262400000.0,1843913600000.0,0.0,5.0,1
0.1,0.5444212,0.01,0.5000011,-0.155,-1797917500000.0,-651519400000.0,1256292600000.0,0.0,5.0,1
0.1,0.5444212,0.01,0.5000011,-0.0825,-956956300000.0,-346776470000.0,668671930000.0,0.0,5.0,1
0.1,0.5444212,0.01,0.5000011,-0.01,-115994710000.0,-42033504000.0,81051140000.0,0.0,5.0,1
0.1,0.5444212,0.0825,0.1,-0.3,0.66079247,0.018885463,0.0033646822,34.989475,5.0,1
0.1,0.5444212,0.0825,0.1,-0.2275,0.6608469,0.018944465,0.0031036064,34.883377,5.0,1
0.1,0.5444212,0.0825,0.1,-0.155,0.6608738,0.018999174,0.0028414652,34.78434,5.0,1
0.1,0.5444212,0.0825,0.1,-0.0825,0.66090447,0.019053783,0.0025788918,34.68626,5.0,1
0.1,0.5444212,0.0825,0.1,-0.01,0.6609355,0.019108396,0.002316229,34.58875,5.0,1
0.1,0.5444212,0.0825,0.20000027,-0.3,0.6609992,0.018756617,0.0038352981,35.240852,5.0,1
0.1,0.5444212,0.0825,0.20000027,-0.2275,0.66101193,0.018850043,0.0034784526,35.066864,5.0,1
0.1,0.5444212,0.0825,0.20000027,-0.155,0.66100454,0.01894566,0.003094431,34.889496,5.0,1
0.1,0.5444212,0.0825,0.20000027,-0.0825,0.660962,0.01902555,0.0027170032,34.740757,5.0,1
0.1,0.5444212,0.0825,0.20000027,-0.01,0.6609242,0.019102212,0.0023473203,34.599354,5.0,1
0.1,0.5444212,0.0825,0.30000052,-0.3,0.663772,0.01895222,0.0027915016,35.02344,5.0,1
0.1,0.5444212,0.0825,0.30000052,-0.2275,0.66311014,0.018977694,0.0027679503,34.941555,5.0,1
0.1,0.5444212,0.0825,0.30000052,-0.155,0.66242766,0.019014586,0.0026939884,34.83787,5.0,1
0.1,0.5444212,0.0825,0.30000052,-0.0825,0.6616709,0.019057285,0.0025367886,34.720104,5.0,1
0.1,0.5444212,0.0825,0.30000052,-0.01,0.66095287,0.019096404,0.00237602,34.611378,5.0,1
0.1,0.5444212,0.0825,0.4000008,-0.3,0.71312296,0.009568986,0.025377212,74.52441,5.0,1
0.1,0.5444212,0.0825,0.4000008,-0.2275,0.6904426,0.020993028,0.012616301,32.88914,5.0,1
0.1,0.5444212,0.0825,0.4000008,-0.155,0.6858451,0.026237521,8.779019e-05,26.139858,5.0,1
0.1,0.5444212,0.0825,0.4000008,-0.0825,0.68449664,0.022742096,-0.0012970194,30.09822,5.0,1
0.1,0.5444212,0.0825,0.4000008,-0.01,0.662621,0.01927033,0.0015588477,34.385555,5.0,1
0.1,0.5444212,0.0825,0.5000011,-0.3,-400637760000.0,-145180850000.0,279945100000.0,0.0,5.0,1
0.1,0.5444212,0.0825,0.5000011,-0.2275,-303816930000.0,-110095470000.0,212291650000.0,0.0,5.0,1
0.1,0.5444212,0.0825,0.5000011,-0.155,-206996110000.0,-75010100000.0,144638250000.0,0.0,5.0,1
0.1,0.5444212,0.0825,0.5000011,-0.0825,-110175380000.0,-39924724000.0,76984890000.0,0.0,5.0,1
0.1,0.5444212,0.0825,0.5000011,-0.01,-13354588000.0,-4839361500.0,9331502000.0,0.0,5.0,1
0.1,0.5444212,0.155,0.1,-0.3,0.6608314,0.018991515,0.0028510839,34.79614,5.0,1
0.1,0.5444212,0.155,0.1,-0.2275,0.6608477,0.01902049,0.0027117878,34.743988,5.0,1
0.1,0.5444212,0.155,0.1,-0.155,0.6608642,0.019049447,0.0025724694,34.69204,5.0,1
0.1,0.5444212,0.155,0.1,-0.0825,0.66088057,0.019078422,0.002433136,34.64021,5.0,1
0.1,0.5444212,0.155,0.1,-0.01,0.6608971,0.019107368,0.0022938177,34.5886,5.0,1
0.1,0.5444212,0.155,0.20000027,-0.3,0.66096604,0.018940438,0.0030975342,34.897083,5.0,1
0.1,0.5444212,0.155,0.20000027,-0.2275,0.66094685,0.018982228,0.0028990433,34.819244,5.0,1
0.1,0.5444212,0.155,0.20000027,-0.155,0.66092515,0.019022934,0.002703108,34.743595,5.0,1
0.1,0.5444212,0.155,0.20000027,-0.0825,0.660908,0.019063532,0.002506718,34.668705,5.0,1
0.1,0.5444212,0.155,0.20000027,-0.01,0.6608912,0.019104116,0.0023102649,34.594177,5.0,1
0.1,0.5444212,0.155,0.30000052,-0.3,0.6624583,0.019019194,0.0026514009,34.83104,5.0,1
0.1,0.5444212,0.155,0.30000052,-0.2275,0.6620691,0.019039556,0.0025856271,34.773346,5.0,1
0.1,0.5444212,0.155,0.30000052,-0.155,0.6616541,0.019059345,0.002492644,34.71547,5.0,1
0.1,0.5444212,0.155,0.30000052,-0.0825,0.66127825,0.019080307,0.002409123,34.65763,5.0,1
