rLE,Xup,Yup,Xlo,Ylo,cl,cd,cm,cl_cd,alpha,status
0.0325,0.18884239,0.3,0.20000027,-0.2275,-0.066461764,0.12126969,-0.083496176,-0.5480493,5.0,1
0.0325,0.18884239,0.3,0.20000027,-0.155,-0.17789267,0.109233454,-0.0070386603,-1.6285548,5.0,1
0.0325,0.18884239,0.3,0.20000027,-0.0825,-0.34247607,0.075249225,0.14563715,-4.5512238,5.0,1
0.0325,0.18884239,0.3,0.20000027,-0.01,-0.49029183,0.03706966,0.31260854,-13.22623,5.0,1
0.0325,0.18884239,0.3,0.30000052,-0.3,19.58857,-2.4402404,-5.2968616,0.0,5.0,1
0.0325,0.18884239,0.3,0.30000052,-0.2275,9.979694,-1.3750298,-2.4922106,0.0,5.0,1
0.0325,0.18884239,0.3,0.30000052,-0.155,6.0843434,-0.8698832,-1.5507897,0.0,5.0,1
0.0325,0.18884239,0.3,0.30000052,-0.0825,1.0981646,-0.16514468,-0.061261937,0.0,5.0,1
0.0325,0.18884239,0.3,0.30000052,-0.01,-0.2098798,0.0027400628,0.20723246,-76.59671,5.0,1
0.0325,0.18884239,0.3,0.4000008,-0.3,441.94623,-66.0968,-97.134094,0.0,5.0,1
0.0325,0.18884239,0.3,0.4000008,-0.2275,296.77142,-46.52784,-63.362617,0.0,5.0,1
0.0325,0.18884239,0.3,0.4000008,-0.155,165.50647,-26.99326,-33.57771,0.0,5.0,1
0.0325,0.18884239,0.3,0.4000008,-0.0825,91.78184,-14.879394,-18.715282,0.0,5.0,1
0.0325,0.18884239,0.3,0.4000008,-0.01,11.658608,-1.2670013,-2.9245508,0.0,5.0,1
0.0325,0.18884239,0.3,0.5000011,-0.3,4995652600000000.0,-837144800000000.0,-909117800000000.0,0.0,5.0,1
0.0325,0.18884239,0.3,0.5000011,-0.2275,3788370500000000.0,-634834900000000.0,-689414460000000.0,0.0,5.0,1
0.0325,0.18884239,0.3,0.5000011,-0.155,2581087200000000.0,-432524800000000.0,-469710780000000.0,0.0,5.0,1
0.0325,0.18884239,0.3,0.5000011,-0.0825,1373804300000000.0,-230214840000000.0,-250007360000000.0,0.0,5.0,1
0.0325,0.18884239,0.3,0.5000011,-0.01,166521750000000.0,-27904828000000.0,-30303930000000.0,0.0,5.0,1
0.0325,0.3666318,0.01,0.1,-0.3,1.7491894,-0.12771596,-0.21199308,0.0,5.0,1
0.0325,0.3666318,0.01,0.1,-0.2275,1.4351256,-0.05948726,-0.30214596,0.0,5.0,1
0.0325,0.3666318,0.01,0.1,-0.155,0.64527273,0.01191191,-0.01594279,54.170383,5.0,1
0.0325,0.3666318,0.01,0.1,-0.0825,0.71016777,-0.0054216273,0.07734321,0.0,5.0,1
0.0325,0.3666318,0.01,0.1,-0.01,0.43426728,0.012580346,0.06481357,34.5195,5.0,1
0.0325,0.3666318,0.01,0.20000027,-0.3,3.3939595,-0.30436683,-0.85741365,0.0,5.0,1
0.0325,0.3666318,0.01,0.20000027,-0.2275,1.3093704,-0.104714945,-0.06534572,0.0,5.0,1
0.0325,0.3666318,0.01,0.20000027,-0.155,1.1492562,-0.09233999,-0.0886765,0.0,5.0,1
0.0325,0.3666318,0.01,0.20000027,-0.0825,0.5461147,0.021123424,0.032707803,25.853512,5.0,1
0.0325,0.3666318,0.01,0.20000027,-0.01,0.4144585,-0.010092612,0.112807676,0.0,5.0,1
0.0325,0.3666318,0.01,0.30000052,-0.3,13.86857,-2.20298,-2.9126644,0.0,5.0,1
0.0325,0.3666318,0.01,0.30000052,-0.2275,11.022551,-1.688887,-2.4010713,0.0,5.0,1
0.0325,0.3666318,0.01,0.30000052,-0.155,8.607729,-1.2044646,-2.0203831,0.0,5.0,1
0.0325,0.3666318,0.01,0.30000052,-0.0825,4.238358,-0.5226215,-1.0101843,0.0,5.0,1
0.0325,0.3666318,0.01,0.30000052,-0.01,0.32028836,0.003593728,0.09065232,89.12427,5.0,1
0.0325,0.3666318,0.01,0.4000008,-0.3,515.2672,-76.76696,-114.62288,0.0,5.0,1
0.0325,0.3666318,0.01,0.4000008,-0.2275,392.8521,-58.389317,-87.66884,0.0,5.0,1
0.0325,0.3666318,0.01,0.4000008,-0.155,273.86954,-40.373203,-61.73369,0.0,5.0,1
0.0325,0.3666318,0.01,0.4000008,-0.0825,151.4278,-22.094467,-34.859184,0.0,5.0,1
0.0325,0.3666318,0.01,0.4000008,-0.01,11.694489,-1.703309,-2.9667315,0.0,5.0,1
0.0325,0.3666318,0.01,0.5000011,-0.3,6131065000000000.0,-1027411100000000.0,-1115742300000000.0,0.0,5.0,1
0.0325,0.3666318,0.01,0.5000011,-0.2275,4649390000000000.0,-779120100000000.0,-846104300000000.0,0.0,5.0,1
0.0325,0.3666318,0.01,0.5000011,-0.155,3167717200000000.0,-530829070000000.0,-576466950000000.0,0.0,5.0,1
0.0325,0.3666318,0.01,0.5000011,-0.0825,1686042800000000.0,-282538050000000.0,-306829140000000.0,0.0,5.0,1
0.0325,0.3666318,0.01,0.5000011,-0.01,204368820000000.0,-34247033000000.0,-37191405000000.0,0.0,5.0,1
0.0325,0.3666318,0.0825,0.1,-0.3,0.54537255,0.00809608,0.08340326,67.36254,5.0,1
0.0325,0.3666318,0.0825,0.1,-0.2275,0.49755505,0.006685648,0.068634875,74.421364,5.0,1
0.0325,0.3666318,0.0825,0.1,-0.155,0.29000792,0.017386887,0.07118757,16.679691,5.0,1
0.0325,0.3666318,0.0825,0.1,-0.0825,0.25756514,0.0014397986,0.07343422,178.8897,5.0,1
0.0325,0.3666318,0.0825,0.1,-0.01,0.42032725,-0.00092472136,0.086938545,0.0,5.0,1
0.0325,0.3666318,0.0825,0.20000027,-0.3,0.4519546,0.0020790547,0.08380975,217.38466,5.0,1
0.0325,0.3666318,0.0825,0.20000027,-0.2275,0.47047937,0.009980239,0.0803586,47.141094,5.0,1
0.0325,0.3666318,0.0825,0.20000027,-0.155,0.46555403,0.0147053115,0.0521295,31.658903,5.0,1
0.0325,0.3666318,0.0825,0.20000027,-0.0825,0.26526916,0.0155610405,0.06537609,17.047007,5.0,1
0.0325,0.3666318,0.0825,0.20000027,-0.01,0.41203633,-0.0030696727,0.08420005,0.0,5.0,1
0.0325,0.3666318,0.0825,0.30000052,-0.3,0.712541,-0.003783483,-0.057248406,0.0,5.0,1
0.0325,0.3666318,0.0825,0.30000052,-0.2275,0.4593639,0.02869026,0.0053834766,16.011145,5.0,1
0.0325,0.3666318,0.0825,0.30000052,-0.155,0.24288432,0.03893238,0.039622933,6.2386203,5.0,1
0.0325,0.3666318,0.0825,0.30000052,-0.0825,0.23341991,0.02971359,0.038388763,7.855662,5.0,1
0.0325,0.3666318,0.0825,0.30000052,-0.01,0.38093406,-0.002900388,0.08078779,0.0,5.0,1
0.0325,0.3666318,0.0825,0.4000008,-0.3,47.450592,-6.8612585,-11.0565815,0.0,5.0,1
0.0325,0.3666318,0.0825,0.4000008,-0.2275,34.934135,-5.078475,-8.417316,0.0,5.0,1
0.0325,0.3666318,0.0825,0.4000008,-0.155,19.972343,-3.0478055,-4.8710957,0.0,5.0,1
0.0325,0.3666318,0.0825,0.4000008,-0.0825,9.839671,-1.4713434,-2.4548965,0.0,5.0,1
0.0325,0.3666318,0.0825,0.4000008,-0.01,0.19990218,0.04857823,0.04344688,4.115057,5.0,1
0.0325,0.3666318,0.0825,0.5000011,-0.3,516187300000000.0,-86499920000000.0,-93936690000000.0,0.0,5.0,1
0.0325,0.3666318,0.0825,0.5000011,-0.2275,391442000000000.0,-65595773000000.0,-71235330000000.0,0.0,5.0,1
0.0325,0.3666318,0.0825,0.5000011,-0.155,266696800000000.0,-44691626000000.0,-48533960000000.0,0.0,5.0,1
0.0325,0.3666318,0.0825,0.5000011,-0.0825,141951500000000.0,-23787475000000.0,-25832588000000.0,0.0,5.0,1
0.0325,0.3666318,0.0825,0.5000011,-0.01,17206243000000.0,-2883330800000.0,-3131223300000.0,0.0,5.0,1
0.0325,0.3666318,0.155,0.1,-0.3,0.30107996,0.017941087,0.06971976,16.78159,5.0,1
0.0325,0.3666318,0.155,0.1,-0.2275,0.25630584,0.013442051,0.073332265,19.067467,5.0,1
0.0325,0.3666318,0.155,0.1,-0.155,0.2781873,-0.00053599477,0.071782246,0.0,5.0,1
0.0325,0.3666318,0.155,0.1,-0.0825,0.37158328,-0.006403921,0.07793088,0.0,5.0,1
0.0325,0.3666318,0.155,0.1,-0.01,0.42440766,0.0013621263,0.089495756,311.5773,5.0,1
0.0325,0.3666318,0.155,0.20000027,-0.3,0.4608834,0.015144195,0.050814413,30.433008,5.0,1
0.0325,0.3666318,0.155,0.20000027,-0.2275,0.30977854,0.015934095,0.06515572,19.441238,5.0,1
0.0325,0.3666318,0.155,0.20000027,-0.155,0.25171378,0.013076641,0.066771805,19.249117,5.0,1
0.0325,0.3666318,0.155,0.20000027,-0.0825,0.2815568,-0.001668483,0.076176986,0.0,5.0,1
0.0325,0.3666318,0.155,0.20000027,-0.01,0.42309943,2.771616e-06,0.08865463,152654.42,5.0,1
0.0325,0.3666318,0.155,0.30000052,-0.3,0.23890573,0.03899614,0.03601113,6.126394,5.0,1
0.0325,0.3666318,0.155,0.30000052,-0.2275,0.20326225,0.042979393,0.033691984,4.7292957,5.0,1
0.0325,0.3666318,0.155,0.30000052,-0.155,0.24521779,0.026839219,0.04162634,9.136547,5.0,1
0.0325,0.3666318,0.155,0.30000052,-0.0825,0.30563998,0.013624527,0.059821222,22.433071,5.0,1
0.0325,0.3666318,0.155,0.30000052,-0.01,0.42050776,6.336719e-06,0.08553104,66360.49,5.0,1
0.0325,0.3666318,0.155,0.4000008,-0.3,20.349373,-3.1099112,-4.963616,0.0,5.0,1
0.0325,0.3666318,0.155,0.4000008,-0.2275,14.833873,-2.2278621,-3.6688664,0.0,5.0,1
0.0325,0.3666318,0.155,0.4000008,-0.155,9.6709385,-1.4488944,-2.4103224,0.0,5.0,1
0.0325,0.3666318,0.155,0.4000008,-0.0825,5.7767797,-0.7091241,-1.4838799,0.0,5.0,1
0.0325,0.3666318,0.155,0.4000008,-0.01,0.1958537,0.03844003,0.069212556,5.095045,5.0,1
0.0325,0.3666318,0.155,0.5000011,-0.3,269435860000000.0,-45150626000000.0,-49032420000000.0,0.0,5.0,1
0.0325,0.3666318,0.155,0.5000011,-0.2275,204322160000000.0,-34239221000000.0,-37182916000000.0,0.0,5.0,1
0.0325,0.3666318,0.155,0.5000011,-0.155,139208520000000.0,-23327821000000.0,-25333414000000.0,0.0,5.0,1
0.0325,0.3666318,0.155,0.5000011,-0.0825,74094850000000.0,-12416421000000.0,-13483910000000.0,0.0,5.0,1
0.0325,0.3666318,0.155,0.5000011,-0.01,8981195000000.0,-1505020600000.0,-1634414000000.0,0.0,5.0,1
0.0325,0.3666318,0.2275,0.1,-0.3,0.25557154,0.00974226,0.07207226,26.233292,5.0,1
0.0325,0.3666318,0.2275,0.1,-0.2275,0.2836825,-0.0010946766,0.07159556,0.0,5.0,1
0.0325,0.3666318,0.2275,0.1,-0.155,0.34472942,-0.0058846436,0.07452649,0.0,5.0,1
0.0325,0.3666318,0.2275,0.1,-0.0825,0.40908498,-0.0041494183,0.08282331,0.0,5.0,1
0.0325,0.3666318,0.2275,0.1,-0.01,0.42447293,0.0021869615,0.08930078,194.09254,5.0,1
0.0325,0.3666318,0.2275,0.20000027,-0.3,0.28851226,0.018468414,0.06183761,15.62193,5.0,1
0.0325,0.3666318,0.2275,0.20000027,-0.2275,0.24789655,0.012236919,0.06705114,20.258085,5.0,1
0.0325,0.3666318,0.2275,0.20000027,-0.155,0.2561025,0.00072346814,0.074323826,353.9928,5.0,1
0.0325,0.3666318,0.2275,0.20000027,-0.0825,0.36504358,-0.005171109,0.07710178,0.0,5.0,1
0.0325,0.3666318,0.2275,0.20000027,-0.01,0.424896,0.0012324266,0.08953948,344.76373,5.0,1
0.0325,0.3666318,0.2275,0.30000052,-0.3,0.20015818,0.03787997,0.038740024,5.284011,5.0,1
0.0325,0.3666318,0.2275,0.30000052,-0.2275,0.2395479,0.027067017,0.043241676,8.850177,5.0,1
0.0325,0.3666318,0.2275,0.30000052,-0.155,0.2878844,0.01957662,0.055729695,14.705522,5.0,1
0.0325,0.3666318,0.2275,0.30000052,-0.0825,0.37517247,0.008208234,0.06861771,45.706844,5.0,1
0.0325,0.3666318,0.2275,0.30000052,-0.01,0.42281055,0.00082504004,0.088393435,512.4728,5.0,1
0.0325,0.3666318,0.2275,0.4000008,-0.3,13.082815,-1.9518708,-3.2327387,0.0,5.0,1
0.0325,0.3666318,0.2275,0.4000008,-0.2275,9.650373,-1.4453073,-2.4057803,0.0,5.0,1
0.0325,0.3666318,0.2275,0.4000008,-0.155,6.846097,-0.8965993,-1.8411682,0.0,5.0,1
0.0325,0.3666318,0.2275,0.4000008,-0.0825,3.8922985,-0.40750846,-0.9818126,0.0,5.0,1
0.0325,0.3666318,0.2275,0.4000008,-0.01,0.21927221,0.03271084,0.0990103,6.70335,5.0,1
0.0325,0.3666318,0.2275,0.5000011,-0.3,182294300000000.0,-30547907000000.0,-33174248000000.0,0.0,5.0,1
0.0325,0.3666318,0.2275,0.5000011,-0.2275,138239830000000.0,-23165491000000.0,-25157133000000.0,0.0,5.0,1
0.0325,0.3666318,0.2275,0.5000011,-0.155,94185360000000.0,-15783080000000.0,-17140016000000.0,0.0,5.0,1
0.0325,0.3666318,0.2275,0.5000011,-0.0825,50130925000000.0,-8400673000000.0,-9122915000000.0,0.0,5.0,1
0.0325,0.3666318,0.2275,0.5000011,-0.01,6076475000000.0,-1018263300000.0,-1105807700000.0,0.0,5.0,1
0.0325,0.3666318,0.3,0.1,-0.3,0.28690743,-0.001378987,0.07155742,0.0,5.0,1
0.0325,0.3666318,0.3,0.1,-0.2275,0.3289895,-0.005195815,0.07337433,0.0,5.0,1
0.0325,0.3666318,0.3,0.1,-0.155,0.38168558,-0.0057322234,0.079731345,0.0,5.0,1
0.0325,0.3666318,0.3,0.1,-0.0825,0.422822,-0.0024831407,0.08473796,0.0,5.0,1
0.0325,0.3666318,0.3,0.1,-0.01,0.42417926,0.002535209,0.08920154,167.31529,5.0,1
0.0325,0.3666318,0.3,0.20000027,-0.3,0.2465039,0.011815868,0.066994295,20.862106,5.0,1
0.0325,0.3666318,0.3,0.20000027,-0.2275,0.26153946,0.0020997338,0.07242692,124.55839,5.0,1
0.0325,0.3666318,0.3,0.20000027,-0.155,0.30528697,-0.0028351676,0.075179175,0.0,5.0,1
0.0325,0.3666318,0.3,0.20000027,-0.0825,0.39378676,-0.0043849535,0.08169325,0.0,5.0,1
0.0325,0.3666318,0.3,0.20000027,-0.01,0.42503682,0.0018676706,0.089373425,227.5759,5.0,1
0.0325,0.3666318,0.3,0.30000052,-0.3,0.23805435,0.027346171,0.044130974,8.705216,5.0,1
0.0325,0.3666318,0.3,0.30000052,-0.2275,0.27966172,0.022309992,0.05336932,12.535267,5.0,1
0.0325,0.3666318,0.3,0.30000052,-0.155,0.3234509,0.014314834,0.06338487,22.595505,5.0,1
0.0325,0.3666318,0.3,0.30000052,-0.0825,0.4048215,0.0061593354,0.07432985,65.72486,5.0,1
0.0325,0.3666318,0.3,0.30000052,-0.01,0.4247771,0.0015382655,0.089177154,276.1403,5.0,1
0.0325,0.3666318,0.3,0.4000008,-0.3,9.638422,-1.4431137,-2.4030142,0.0,5.0,1
0.0325,0.3666318,0.3,0.4000008,-0.2275,7.2369294,-1.0160825,-1.9121695,0.0,5.0,1
0.0325,0.3666318,0.3,0.4000008,-0.155,5.6237826,-0.6839381,-1.4421728,0.0,5.0,1
0.0325,0.3666318,0.3,0.4000008,-0.0825,2.3726153,-0.21653901,-0.5076113,0.0,5.0,1
0.0325,0.3666318,0.3,0.4000008,-0.01,0.25651985,0.027708583,0.106130086,9.257776,5.0,1
0.0325,0.3666318,0.3,0.5000011,-0.3,137744560000000.0,-23082500000000.0,-25067000000000.0,0.0,5.0,1
0.0325,0.3666318,0.3,0.5000011,-0.2275,104456320000000.0,-17504231000000.0,-19009150000000.0,0.0,5.0,1
0.0325,0.3666318,0.3,0.5000011,-0.155,71168044000000.0,-11925960000000.0,-12951289000000.0,0.0,5.0,1
0.0325,0.3666318,0.3,0.5000011,-0.0825,37879758000000.0,-6347688000000.0,-6893427000000.0,0.0,5.0,1
0.0325,0.3666318,0.3,0.5000011,-0.01,4591485700000.0,-769416760000.0,-835566800000.0,0.0,5.0,1
0.0325,0.5444212,0.01,0.1,-0.3,0.56714827,0.055625293,-0.06728389,10.19587,5.0,1
0.0325,0.5444212,0.01,0.1,-0.2275,0.58994853,0.05500145,-0.063719556,10.726054,5.0,1
0.0325,0.5444212,0.01,0.1,-0.155,0.608059,0.052795652,-0.060640007,11.517217,5.0,1
0.0325,0.5444212,0.01,0.1,-0.0825,0.6353419,0.05193801,-0.059161097,12.232697,5.0,1
0.0325,0.5444212,0.01,0.1,-0.01,0.6773725,0.0527581,-0.053018034,12.839213,5.0,1
0.0325,0.5444212,0.01,0.20000027,-0.3,0.5545542,0.054590542,-0.06831727,10.15843,5.0,1
0.0325,0.5444212,0.01,0.20000027,-0.2275,0.5747349,0.054466497,-0.06537091,10.552082,5.0,1
0.0325,0.5444212,0.01,0.20000027,-0.155,0.59901375,0.053837594,-0.0616692,11.126309,5.0,1
0.0325,0.5444212,0.01,0.20000027,-0.0825,0.61872095,0.052282285,-0.05890274,11.834237,5.0,1
0.0325,0.5444212,0.01,0.20000027,-0.01,0.67432946,0.052725945,-0.053696103,12.78933,5.0,1
0.0325,0.5444212,0.01,0.30000052,-0.3,0.75137365,0.033762384,-0.026112862,22.254757,5.0,1
0.0325,0.5444212,0.01,0.30000052,-0.2275,0.7194356,0.03699627,-0.04273642,19.446165,5.0,1
0.0325,0.5444212,0.01,0.30000052,-0.155,0.6525763,0.04217154,-0.052177712,15.474329,5.0,1
0.0325,0.5444212,0.01,0.30000052,-0.0825,0.63865846,0.047686208,-0.054674283,13.392939,5.0,1
0.0325,0.5444212,0.01,0.30000052,-0.01,0.66782343,0.05224667,-0.054739624,12.7821245,5.0,1
0.0325,0.5444212,0.01,0.4000008,-0.3,-2.1709359,-0.48224938,1.1059068,0.0,5.0,1
0.0325,0.5444212,0.01,0.4000008,-0.2275,-1.3000991,-0.38116264,0.9386516,0.0,5.0,1
0.0325,0.5444212,0.01,0.4000008,-0.155,-0.33764172,-0.31176424,0.654385,0.0,5.0,1
0.0325,0.5444212,0.01,0.4000008,-0.0825,0.24738668,-0.12889688,0.21785069,0.0,5.0,1
0.0325,0.5444212,0.01,0.4000008,-0.01,0.72168106,0.042536963,-0.045406766,16.965975,5.0,1
0.0325,0.5444212,0.01,0.5000011,-0.3,-10707201000000.0,-3880016200000.0,7481644000000.0,0.0,5.0,1
0.0325,0.5444212,0.01,0.5000011,-0.2275,-8119631500000.0,-2942345700000.0,5673580000000.0,0.0,5.0,1
0.0325,0.5444212,0.01,0.5000011,-0.155,-5532055000000.0,-2004675200000.0,3865516200000.0,0.0,5.0,1
0.0325,0.5444212,0.01,0.5000011,-0.0825,-2944481600000.0,-1067004460000.0,2057452100000.0,0.0,5.0,1
0.0325,0.5444212,0.01,0.5000011,-0.01,-356906800000.0,-129333840000.0,249388140000.0,0.0,5.0,1
0.0325,0.5444212,0.0825,0.1,-0.3,0.6630093,0.052482698,-0.05542493,12.632912,5.0,1
0.0325,0.5444212,0.0825,0.1,-0.2275,0.6674901,0.052643124,-0.054707736,12.679531,5.0,1
0.0325,0.5444212,0.0825,0.1,-0.155,0.6713973,0.05277257,-0.053925544,12.722467,5.0,1
0.0325,0.5444212,0.0825,0.1,-0.0825,0.67508996,0.052883063,-0.053122565,12.765712,5.0,1
0.0325,0.5444212,0.0825,0.1,-0.01,0.678186,0.05293571,-0.052359432,12.811503,5.0,1
0.0325,0.5444212,0.0825,0.20000027,-0.3,0.65104604,0.051786277,-0.05710552,12.571787,5.0,1
0.0325,0.5444212,0.0825,0.20000027,-0.2275,0.65868795,0.05206575,-0.055872627,12.65108,5.0,1
0.0325,0.5444212,0.0825,0.20000027,-0.155,0.6669185,0.052423064,-0.054761678,12.721853,5.0,1
0.0325,0.5444212,0.0825,0.20000027,-0.0825,0.67273974,0.052728925,-0.053597003,12.758457,5.0,1
0.0325,0.5444212,0.0825,0.20000027,-0.01,0.6778844,0.05293813,-0.052433245,12.80522,5.0,1
0.0325,0.5444212,0.0825,0.30000052,-0.3,0.6430006,0.0493044,-0.05659914,13.041445,5.0,1
0.0325,0.5444212,0.0825,0.30000052,-0.2275,0.65046656,0.04996329,-0.056308866,13.018889,5.0,1
0.0325,0.5444212,0.0825,0.30000052,-0.155,0.6603574,0.050719056,-0.055438936,13.019907,5.0,1
0.0325,0.5444212,0.0825,0.30000052,-0.0825,0.67090786,0.051801708,-0.054112867,12.951462,5.0,1
0.0325,0.5444212,0.0825,0.30000052,-0.01,0.677429,0.05290628,-0.052526407,12.804322,5.0,1
0.0325,0.5444212,0.0825,0.4000008,-0.3,0.5587495,0.01785132,0.014338393,31.30018,5.0,1
0.0325,0.5444212,0.0825,0.4000008,-0.2275,0.7504878,0.023384485,-0.013295535,32.093407,5.0,1
0.0325,0.5444212,0.0825,0.4000008,-0.155,0.7619114,0.03345343,-0.03017734,22.775284,5.0,1
0.0325,0.5444212,0.0825,0.4000008,-0.0825,0.73344326,0.041628387,-0.04185591,17.618824,5.0,1
0.0325,0.5444212,0.0825,0.4000008,-0.01,0.6827229,0.051674116,-0.051589742,13.212087,5.0,1
0.0325,0.5444212,0.0825,0.5000011,-0.3,-1232731600000.0,-446710300000.0,861369340000.0,0.0,5.0,1
0.0325,0.5444212,0.0825,0.5000011,-0.2275,-934821500000.0,-338755260000.0,653205200000.0,0.0,5.0,1
0.0325,0.5444212,0.0825,0.5000011,-0.155,-636911160000.0,-230800300000.0,445040820000.0,0.0,5.0,1
0.0325,0.5444212,0.0825,0.5000011,-0.0825,-339001100000.0,-122845320000.0,236876580000.0,0.0,5.0,1
0.0325,0.5444212,0.0825,0.5000011,-0.01,-41091043000.0,-14890342000.0,28712313000.0,0.0,5.0,1
0.0325,0.5444212,0.155,0.1,-0.3,0.67105675,0.052773584,-0.053981252,12.71577,5.0,1
0.0325,0.5444212,0.155,0.1,-0.2275,0.67304444,0.052834276,-0.05355443,12.738784,5.0,1
0.0325,0.5444212,0.155,0.1,-0.155,0.6749094,0.052886035,-0.053131327,12.76158,5.0,1
0.0325,0.5444212,0.155,0.1,-0.0825,0.67654824,0.052914735,-0.05272495,12.78563,5.0,1
0.0325,0.5444212,0.155,0.1,-0.01,0.678192,0.052942526,-0.052320436,12.809967,5.0,1
0.0325,0.5444212,0.155,0.20000027,-0.3,0.6664071,0.052403223,-0.054820493,12.71691,5.0,1
0.0325,0.5444212,0.155,0.20000027,-0.2275,0.6697942,0.052580398,-0.054235935,12.738478,5.0,1
0.0325,0.5444212,0.155,0.20000027,-0.155,0.67268175,0.052728992,-0.053592265,12.757341,5.0,1
0.0325,0.5444212,0.155,0.20000027,-0.0825,0.6756203,0.05286279,-0.052957088,12.780641,5.0,1
0.0325,0.5444212,0.155,0.20000027,-0.01,0.67803204,0.052943837,-0.052359596,12.806628,5.0,1
0.0325,0.5444212,0.155,0.30000052,-0.3,0.65998435,0.050629158,-0.055472918,13.035657,5.0,1
0.0325,0.5444212,0.155,0.30000052,-0.2275,0.6651634,0.05120026,-0.054775402,12.991406,5.0,1
0.0325,0.5444212,0.155,0.30000052,-0.155,0.67112076,0.05178788,-0.054065958,12.959031,5.0,1
0.0325,0.5444212,0.155,0.30000052,-0.0825,0.6745702,0.052410226,-0.05319961,12.870965,5.0,1
0.0325,0.5444212,0.155,0.30000052,-0.01,0.6778143,0.05292126,-0.052419424,12.807977,5.0,1
0.0325,0.5444212,0.155,0.4000008,-0.3,0.76379895,0.032722075,-0.029214852,23.342009,5.0,1
0.0325,0.5444212,0.155,0.4000008,-0.2275,0.7479873,0.03744806,-0.035728455,19.973993,5.0,1
0.0325,0.5444212,0.155,0.4000008,-0.155,0.7338837,0.04156282,-0.04170356,17.657215,5.0,1
0.0325,0.5444212,0.155,0.4000008,-0.0825,0.70759654,0.046137523,-0.047766566,15.336682,5.0,1
0.0325,0.5444212,0.155,0.4000008,-0.01,0.680576,0.052277777,-0.051898807,13.018457,5.0,1
0.0325,0.5444212,0.155,0.5000011,-0.3,-654014500000.0,-236998100000.0,456991700000.0,0.0,5.0,1
0.0325,0.5444212,0.155,0.5000011,-0.2275,-495960880000.0,-179723530000.0,346552000000.0,0.0,5.0,1
0.0325,0.5444212,0.155,0.5000011,-0.155,-337907500000.0,-122449000000.0,236112360000.0,0.0,5.0,1
0.0325,0.5444212,0.155,0.5000011,-0.0825,-179853950000.0,-65174462000.0,125672710000.0,0.0,5.0,1
0.0325,0.5444212,0.155,0.5000011,-0.01,-21800480000.0,-7899934700.0,15233055000.0,0.0,5.0,1
0.0325,0.5444212,0.2275,0.1,-0.3,0.6736395,0.05285654,-0.05342049,12.744677,5.0,1
0.0325,0.5444212,0.2275,0.1,-0.2275,0.6748442,0.052887138,-0.053134426,12.760082,5.0,1
0.0325,0.5444212,0.2275,0.1,-0.155,0.67594707,0.052909557,-0.052852564,12.775519,5.0,1
0.0325,0.5444212,0.2275,0.1,-0.0825,0.6770906,0.052922513,-0.052588254,12.793999,5.0,1
0.0325,0.5444212,0.2275,0.1,-0.01,0.6781942,0.05294502,-0.05230636,12.809405,5.0,1
0.0325,0.5444212,0.2275,0.20000027,-0.3,0.6706468,0.05262957,-0.054027244,12.742775,5.0,1
0.0325,0.5444212,0.2275,0.20000027,-0.2275,0.67266065,0.052729007,-0.053590544,12.756938,5.0,1
0.0325,0.5444212,0.2275,0.20000027,-0.155,0.6747454,0.052826237,-0.053155743,12.772922,5.0,1
0.0325,0.5444212,0.2275,0.20000027,-0.0825,0.67642844,0.05289435,-0.052732915,12.788293,5.0,1
0.0325,0.5444212,0.2275,0.20000027,-0.01,0.6780853,0.052945893,-0.052333042,12.8071375,5.0,1
0.0325,0.5444212,0.2275,0.30000052,-0.3,0.6670418,0.051368896,-0.05452732,12.985325,5.0,1
0.0325,0.5444212,0.2275,0.30000052,-0.2275,0.67117673,0.051782448,-0.05404883,12.961472,5.0,1
0.0325,0.5444212,0.2275,0.30000052,-0.155,0.6735499,0.052213144,-0.05345308,12.900006,5.0,1
0.0325,0.5444212,0.2275,0.30000052,-0.0825,0.67599374,0.052610476,-0.05288724,12.849033,5.0,1
0.0325,0.5444212,0.2275,0.30000052,-0.01,0.67793703,0.052930515,-0.052373685,12.808057,5.0,1
0.0325,0.5444212,0.2275,0.4000008,-0.3,0.7443787,0.038580846,-0.037756905,19.293997,5.0,1
0.0325,0.5444212,0.2275,0.4000008,-0.2275,0.7340176,0.041535255,-0.04165247,17.67216,5.0,1
0.0325,0.5444212,0.2275,0.4000008,-0.155,0.71679205,0.044553872,-0.045866065,16.08821,5.0,1
0.0325,0.5444212,0.2275,0.4000008,-0.0825,0.69794637,0.048171815,-0.049532607,14.4886875,5.0,1
0.0325,0.5444212,0.2275,0.4000008,-0.01,0.6798456,0.052485537,-0.052031085,12.953008,5.0,1
0.0325,0.5444212,0.2275,0.5000011,-0.3,-445071560000.0,-161282490000.0,310993130000.0,0.0,5.0,1
0.0325,0.5444212,0.2275,0.5000011,-0.2275,-337512530000.0,-122305920000.0,235836460000.0,0.0,5.0,1
0.0325,0.5444212,0.2275,0.5000011,-0.155,-229953600000.0,-83329290000.0,160679790000.0,0.0,5.0,1
0.0325,0.5444212,0.2275,0.5000011,-0.0825,-122394670000.0,-44352692000.0,85523120000.0,0.0,5.0,1
0.0325,0.5444212,0.2275,0.5000011,-0.01,-14835716000.0,-5376083000.0,10366435000.0,0.0,5.0,1
