airfoil,cl,cd,cm,cl_cd
ag27_ypp_lo_+10pct,0.9814913272857666,0.006841722875833511,-0.09536397457122803,143.45674987109058
ag27_te_wedge_+5pct,0.9639610648155212,0.006721194833517075,-0.08739294111728668,143.4210863831035
ag13_te_camber_-10pct,0.8403545618057251,0.005892675369977951,-0.06027514487504959,142.61002160193146
ag13_te_camber_+10pct,0.8403545618057251,0.005892675369977951,-0.06027514487504959,142.61002160193146
ag13_te_camber_+5pct,0.8403545618057251,0.005892675369977951,-0.06027514487504959,142.61002160193146
ag13_te_camber_-5pct,0.8403545618057251,0.005892675369977951,-0.06027514487504959,142.61002160193146
ag13_te_camber_-25pct,0.8403545618057251,0.005892675369977951,-0.06027514487504959,142.61002160193146
ag13_te_camber_+25pct,0.8403545618057251,0.005892675369977951,-0.06027514487504959,142.61002160193146
ag25_x_lo_+10pct,0.8673673272132874,0.006085749715566635,-0.06347592175006866,142.52431791512282
ag13_te_thickness_-5pct,0.8495345115661621,0.005978193134069443,-0.06249777227640152,142.10556476081456
ag26_te_thickness_+10pct,0.9361463785171509,0.006598237901926041,-0.08206553757190704,141.8782396803073
ag26_te_thickness_+25pct,0.9113972187042236,0.0064397938549518585,-0.07581457495689392,141.52583750851088
ag13_ypp_up_+5pct,0.8532891273498535,0.006083454936742783,-0.06281880289316177,140.26390204621512
ag26_te_wedge_+25pct,0.9658517837524414,0.0068982504308223724,-0.08342161774635315,140.01402144475315
ag26_te_wedge_+5pct,0.9134387373924255,0.006543707102537155,-0.07596642524003983,139.590406948114
ag13_te_thickness_-10pct,0.8547580242156982,0.006141576915979385,-0.0635688453912735,139.1756605688283
ag27_y_lo_+25pct,0.9620848894119263,0.006941128522157669,-0.0875496119260788,138.60640763828695
ag26_x_lo_-10pct,0.9475677013397217,0.006839614361524582,-0.08544124662876129,138.54110060212582
ag26_te_wedge_-25pct,0.8872312307357788,0.006478745490312576,-0.0735415369272232,136.94491195284985
ag26_ypp_up_-10pct,0.9460135102272034,0.0069370754063129425,-0.08429919183254242,136.37065403185662
ag27_rLE_-5pct,0.9870481491088867,0.007240083068609238,-0.08922268450260162,136.33105307705964
ag25_rLE_-25pct,0.8743813037872314,0.006432723253965378,-0.06658057123422623,135.92708239830296
ag25_x_lo_-25pct,0.8978908658027649,0.006606802344322205,-0.06871814280748367,135.904
ag13_te_thickness_-25pct,0.8596425652503967,0.0063595250248909,-0.06327173113822937,135.17402036878443
ag13_ypp_lo_-10pct,0.8500193357467651,0.006299417465925217,-0.06253451108932495,134.93618105875444
ag13_te_thickness_+5pct,0.8334342241287231,0.00620931014418602,-0.05904398113489151,134.22332026837068
ag27_te_thickness_+25pct,0.964951753616333,0.007208816707134247,-0.08820602297782898,133.85716308494332
ag26_ypp_lo_-10pct,0.8993949294090271,0.006726894527673721,-0.07212673127651215,133.70135739589983
ag27_x_lo_+5pct,0.9904578328132629,0.007427450269460678,-0.09009024500846863,133.35098814268898
ag13_te_angle_+25pct,0.8654708862304688,0.0064967237412929535,-0.066202811896801,133.2165135373643
ag27_ypp_up_-25pct,1.0025925636291504,0.00755435973405838,-0.09321913123130798,132.7170797955281
ag25_te_wedge_+10pct,0.9225133657455444,0.006952792406082153,-0.07238985598087311,132.68242626351818
ag27_x_lo_-25pct,0.9897987246513367,0.007580246776342392,-0.09534318745136261,130.57605561608545
ag26_te_thickness_+5pct,0.9405652284622192,0.007230151444673538,-0.08436448872089386,130.08928452738493
ag13_te_angle_-5pct,0.8295782804489136,0.006425410509109497,-0.0582505539059639,129.1089930009601
ag26_te_wedge_-5pct,0.9203276634216309,0.007174622267484665,-0.07919563353061676,128.27541703380666
ag26_y_lo_+5pct,0.9218873977661133,0.0072562359273433685,-0.07895620167255402,127.04760525938852
ag13_ypp_up_-5pct,0.8255838751792908,0.006501052528619766,-0.0574783980846405,126.99234032409363
ag27_ypp_up_+25pct,1.010148525238037,0.007971376180648804,-0.10024586319923401,126.7219740162632
ag27_ypp_up_+10pct,0.982725977897644,0.007769625633955002,-0.08836871385574341,126.48305390711641
ag27_y_lo_+5pct,1.0110684633255005,0.00803804025053978,-0.09699735045433044,125.78544418928533
ag27_te_wedge_+10pct,0.992608904838562,0.00789283961057663,-0.0939687192440033,125.76068358318568
ag26_te_angle_-10pct,0.9259053468704224,0.007364850491285324,-0.08029167354106903,125.71950346663888
ag26_te_angle_-5pct,0.9300596714019775,0.007412564009428024,-0.08213482797145844,125.47071029930218
ag26_x_up_+5pct,0.9433444142341614,0.007549066096544266,-0.08027827739715576,124.96173727581957
ag27_te_angle_-25pct,0.9838329553604126,0.007874704897403717,-0.09563376009464264,124.93585069896162
ag26_x_up_-5pct,0.8832483887672424,0.007087584584951401,-0.06879333406686783,124.61909670081191
ag13_te_wedge_-5pct,0.8561336994171143,0.006889615207910538,-0.06344965100288391,124.2643708801206
ag26_x_lo_+5pct,0.9057434797286987,0.007289420813322067,-0.07811547815799713,124.25451938148113
ag13_ypp_up_+10pct,0.8648890256881714,0.006967853754758835,-0.06367266923189163,124.12559966510177
ag13_te_thickness_+10pct,0.8273226022720337,0.00667450949549675,-0.05759570002555847,123.95256952293245
ag13_x_lo_-10pct,0.830843448638916,0.00670647993683815,-0.05935691297054291,123.88666729250323
ag26_y_lo_-25pct,0.9645189046859741,0.007823280990123749,-0.08945484459400177,123.28828606611474
ag26_te_thickness_-25pct,0.9190599918365479,0.007480006664991379,-0.07941006124019623,122.86887338456765
ag13_ypp_lo_+10pct,0.8430750370025635,0.00687219575047493,-0.06056525558233261,122.67913598711147
ag13_rLE_+5pct,0.8426662683486938,0.00687837228178978,-0.061600640416145325,122.509546419815
ag27_te_wedge_-10pct,0.9832010269165039,0.008031781762838364,-0.09480996429920197,122.41381251985723
ag26_rLE_-5pct,0.9253076314926147,0.007577385753393173,-0.08026857674121857,122.11436260563342
ag27_ypp_lo_-25pct,0.9664784669876099,0.00794784352183342,-0.08634616434574127,121.60260381732594
a18sm_x_up_-5pct,1.0692784786224365,0.008817408233880997,-0.1214752346277237,121.26902262659465
a18sm_te_angle_-10pct,1.1021229028701782,0.009168002754449844,-0.12855301797389984,120.2140675988829
ag26_ypp_up_-5pct,0.9564597606658936,0.007956966757774353,-0.0898498147726059,120.2040664215902
ag13_te_angle_-10pct,0.8225917220115662,0.006887845695018768,-0.05638164281845093,119.42656070336442
ag26_x_lo_-5pct,0.9519911408424377,0.007981210947036743,-0.0896824449300766,119.27903511883646
a18sm_x_up_+5pct,1.0959841012954712,0.009208880364894867,-0.12354651093482971,119.01382772584031
ag27_rLE_-10pct,1.0209929943084717,0.008610766381025314,-0.10138185322284698,118.57167517148439
ag27_x_up_-25pct,0.9428378343582153,0.007953234016895294,-0.08057954907417297,118.54772943375193
ag26_ypp_up_+5pct,0.9082090854644775,0.007685627788305283,-0.08061910420656204,118.16979828849374
ag25_ypp_lo_-10pct,0.8728948831558228,0.007424686104059219,-0.06360112875699997,117.56657061617652
ag27_y_lo_-5pct,0.979429304599762,0.008352313190698624,-0.09427818655967712,117.26443707720188
ag13_x_up_+25pct,0.9185115694999695,0.007846776396036148,-0.06862125545740128,117.05591228061013
ag26_te_camber_+25pct,0.9326279163360596,0.007967475801706314,-0.0842563658952713,117.05437701314739
ag27_y_up_+5pct,1.0428695678710938,0.008919086307287216,-0.105715811252594,116.9256055992004
ag26_te_camber_+10pct,0.9322829842567444,0.007993359118700027,-0.08425675332546234,116.63219059878334
ag26_te_camber_+5pct,0.9321813583374023,0.00800105556845665,-0.08425742387771606,116.50729711369995
ag13_ypp_up_+25pct,0.8830186128616333,0.007594157010316849,-0.06597504019737244,116.27605429569482
ag26_te_camber_-5pct,0.931969404220581,0.008017104119062424,-0.08426003158092499,116.2476363509636
ag26_te_camber_-10pct,0.931867241859436,0.008025545626878738,-0.08426199853420258,116.11263397948608
ag13_y_up_+5pct,0.8940733075141907,0.007705871015787125,-0.06672979146242142,116.0249510642587
ag26_te_camber_-25pct,0.9314913153648376,0.008050907403230667,-0.08425146341323853,115.70016505109088
ag13_ypp_up_-10pct,0.8382147550582886,0.0072484202682971954,-0.059174977242946625,115.64102577280644
ag27_ypp_up_-10pct,0.9543203115463257,0.008254311978816986,-0.08846920728683472,115.61476159314002
ag13_x_lo_+5pct,0.839972734451294,0.007283452898263931,-0.05826041102409363,115.32617100489634
ag26_rLE_-25pct,0.9016815423965454,0.007828310132026672,-0.07293249666690826,115.18214367972529
ag26_ypp_up_-25pct,0.9157854318618774,0.007980294525623322,-0.07492001354694366,114.75584377512027
ag13_x_up_-10pct,0.8567870855331421,0.0075068287551403046,-0.06272011250257492,114.1343586593016
ag26_y_up_+25pct,1.0568312406539917,0.009269271045923233,-0.10343325138092041,114.01449320211671
ag26_x_up_+25pct,0.9692337512969971,0.008504293859004974,-0.08749963343143463,113.96992711754672
ag13_rLE_-25pct,0.8396196961402893,0.00739707425236702,-0.058745816349983215,113.50699850979811
ag13_te_wedge_+25pct,0.8940390348434448,0.007918599992990494,-0.07117363810539246,112.90367434077284
ag26_ypp_up_+10pct,0.9009405374526978,0.007991470396518707,-0.07718081772327423,112.73776823914294
ag27_x_up_+10pct,0.9685187935829163,0.008602309972047806,-0.09537163376808167,112.58822301567882
ag27_x_up_+5pct,1.0017735958099365,0.008902732282876968,-0.0943741649389267,112.52428625049114
ag27_rLE_-25pct,0.9848429560661316,0.008756157010793686,-0.0969763845205307,112.47433718378039
ag27_ypp_up_+5pct,0.9649959206581116,0.008585214614868164,-0.0894874781370163,112.4020730928379
ag25_ypp_up_+10pct,0.8883358240127563,0.00793163850903511,-0.06935235112905502,111.9990305913252
ag25_te_wedge_+25pct,0.8731485605239868,0.007840961217880249,-0.06319619715213776,111.35733697201434
a18sm_te_wedge_+25pct,1.113969326019287,0.010059468448162079,-0.12682129442691803,110.73838858978831
ag27_x_up_+25pct,0.9963690638542175,0.00900617241859436,-0.09845641255378723,110.63179978623216
ag13_y_lo_-5pct,0.8526028990745544,0.007713142782449722,-0.0626550167798996,110.5389752429508
ag26_te_angle_-25pct,0.9160056114196777,0.008291516453027725,-0.07705892622470856,110.47503995305824
ag25_x_up_+5pct,0.8783446550369263,0.007966738194227219,-0.06269679218530655,110.25147728255762
ag27_ypp_lo_+25pct,1.0486985445022583,0.009532775729894638,-0.11041443049907684,110.00977828667004
ag26_te_thickness_-5pct,0.9195276498794556,0.008358705788850784,-0.0823916345834732,110.0083760701283
ag25_rLE_+25pct,0.8714529275894165,0.007931031286716461,-0.06776798516511917,109.87889167062006
ag26_x_up_-25pct,0.9238244295120239,0.008470889180898666,-0.07673786580562592,109.05873159044403
ag26_te_thickness_-10pct,0.9101147651672363,0.008348967880010605,-0.08058185875415802,109.00925458657775
a18sm_te_angle_-5pct,1.0594847202301025,0.009733512997627258,-0.12374351918697357,108.84916067696972
a18sm_ypp_lo_+5pct,1.127211093902588,0.010385129600763321,-0.13289274275302887,108.54087885621922
ag26_y_up_+5pct,0.9285123348236084,0.00857868418097496,-0.08091455698013306,108.23481961053889
ag13_rLE_+25pct,0.8749708533287048,0.00810108333826065,-0.06453065574169159,108.00664760431488
ag13_y_up_-5pct,0.8448344469070435,0.007827680557966232,-0.0595313161611557,107.92909095495156
ag27_y_lo_-25pct,0.9696935415267944,0.008985590189695358,-0.0905655175447464,107.91651088637843
ag13_x_up_+10pct,0.8788778781890869,0.008160218596458435,-0.06408959627151489,107.7027371019844
a18sm_y_up_+10pct,1.1509335041046143,0.010691683739423752,-0.1369299441576004,107.64754477919546
ag13_te_wedge_-25pct,0.8565750122070312,0.007968887686729431,-0.06064147502183914,107.4899089911235
ag26_y_up_-5pct,0.9256773591041565,0.008631248027086258,-0.07981454581022263,107.24722035553035
ag27_te_wedge_+25pct,0.9760254621505737,0.009103354066610336,-0.08963072299957275,107.21602774195951
ag26_te_angle_+5pct,0.9279468059539795,0.008660133928060532,-0.08432552218437195,107.15155373605135
ag26_y_lo_+10pct,0.9352551698684692,0.008733835071325302,-0.07682455331087112,107.08413454463715
ag26_rLE_+25pct,0.9416394233703613,0.00879838690161705,-0.07945960760116577,107.02409815568556
ag27_te_angle_-10pct,0.9472028017044067,0.008852683007717133,-0.08836555480957031,106.99612771390362
ag25_ypp_up_-25pct,0.85628342628479,0.008047912269830704,-0.05696386843919754,106.39820584212244
ag25_te_wedge_+5pct,0.8927181959152222,0.008422080427408218,-0.06453247368335724,105.99734870852382
ag13_te_wedge_-10pct,0.8288687467575073,0.007845964282751083,-0.05697129666805267,105.6426867223611
a18sm_y_lo_+5pct,1.103581190109253,0.01045529916882515,-0.13027988374233246,105.55233019059187
a18sm_ypp_lo_+25pct,1.112376093864441,0.010557610541582108,-0.12959550321102142,105.36248609315969
ag27_rLE_+5pct,0.9606555700302124,0.009118955582380295,-0.09050111472606659,105.34710486871954
ag13_ypp_lo_+25pct,0.8799228668212891,0.008367713540792465,-0.0678437277674675,105.15690606898522
ag27_y_up_-25pct,0.9062373042106628,0.008625399321317673,-0.07684320211410522,105.06612742796702
ag13_rLE_-5pct,0.8587092757225037,0.008182704448699951,-0.06081797182559967,104.94198844722216
ag25_ypp_lo_-25pct,0.8796834945678711,0.008391525596380234,-0.05757971107959747,104.82998406717977
ag13_te_wedge_+10pct,0.8891969323158264,0.008497100323438644,-0.0665268525481224,104.64710294911315
a18sm_y_up_-5pct,1.0321869850158691,0.009876333177089691,-0.11610718071460724,104.511154748227
ag25_x_lo_+5pct,0.8834981918334961,0.008471038192510605,-0.06450170278549194,104.29632965350251
ag27_y_lo_+10pct,0.9953472018241882,0.00954531505703926,-0.09242558479309082,104.27599255512916
ag26_ypp_lo_+25pct,0.9270435571670532,0.008937377482652664,-0.08961765468120575,103.72657515769396
ag26_x_lo_+25pct,0.9327948689460754,0.009020376950502396,-0.07831747829914093,103.40974374625473
ag25_rLE_-5pct,0.8813852071762085,0.008529722690582275,-0.06499971449375153,103.33105062716187
ag25_y_lo_+25pct,0.8673416376113892,0.008452929556369781,-0.06521467864513397,102.60840715959783
ag26_rLE_-10pct,0.9470396041870117,0.009252041578292847,-0.07894793897867203,102.36006790208957
a18sm_te_thickness_+5pct,1.089301347732544,0.010650243610143661,-0.12846218049526215,102.27947712811522
ag27_x_lo_-5pct,0.9648075103759766,0.009436767548322678,-0.09444262087345123,102.23919424056012
ag26_te_angle_+10pct,0.926658034324646,0.009085211902856827,-0.08402372896671295,101.99630390935188
ag27_y_up_+25pct,1.079566478729248,0.010589085519313812,-0.11466385424137115,101.9508697668168
ag27_ypp_lo_-10pct,0.975050687789917,0.009568024426698685,-0.09536685049533844,101.9072113851558
ag13_x_up_-25pct,0.8702875971794128,0.008545652031898499,-0.06491073966026306,101.83981209752933
ag25_ypp_lo_-5pct,0.8776856064796448,0.008661948144435883,-0.06399828940629959,101.3265828707873
a18sm_ypp_lo_-25pct,1.1284488439559937,0.011139493435621262,-0.12903572618961334,101.30163013943721
ag26_ypp_lo_-5pct,0.9300974011421204,0.009200699627399445,-0.07755763083696365,101.08985607706553
ag27_ypp_lo_-5pct,0.9891766309738159,0.009787078946828842,-0.08807837963104248,101.06964870190647
ag27_te_thickness_-10pct,0.9776507616043091,0.009680945426225662,-0.09575894474983215,100.98711629505266
ag13_y_lo_+5pct,0.8608702421188354,0.008552458137273788,-0.06066061556339264,100.65763880993978
ag27_te_angle_-5pct,0.9499014616012573,0.009446989744901657,-0.0907972902059555,100.5507031606443
a18sm_ypp_up_+25pct,1.1059088706970215,0.011022653430700302,-0.13294297456741333,100.33054905063452
ag26_te_angle_+25pct,0.938912034034729,0.009359154850244522,-0.08416178822517395,100.32017303466226
ag27_te_thickness_-5pct,0.9728196263313293,0.009699743241071701,-0.09507948160171509,100.29333789085379
ag13_te_wedge_+5pct,0.8334118127822876,0.008382324129343033,-0.059636443853378296,99.4249088823539
ag27_te_angle_+5pct,0.9733239412307739,0.009806782007217407,-0.0954274833202362,99.25008433086875
a18sm_y_up_+5pct,1.1005542278289795,0.011092673987150192,-0.13082973659038544,99.21451122640644
ag26_rLE_+5pct,0.9242832660675049,0.00936570018529892,-0.08322741091251373,98.68811170341826
ag27_te_camber_-25pct,0.9590254426002502,0.009726177901029587,-0.0929071307182312,98.60249857230458
ag27_te_camber_-10pct,0.9588523507118225,0.009735818952322006,-0.09290632605552673,98.48707698936153
ag27_te_camber_-5pct,0.9588083028793335,0.009739067405462265,-0.09290824830532074,98.44970395641529
a18sm_te_wedge_-10pct,1.0881259441375732,0.011058207601308823,-0.12537623941898346,98.39984773018597
ag27_te_camber_+5pct,0.9586390256881714,0.009749900549650192,-0.09290391206741333,98.32295425029392
ag27_te_camber_+10pct,0.9584689140319824,0.009757928550243378,-0.09288541972637177,98.22462924347573
ag27_te_camber_+25pct,0.9583061933517456,0.009775020182132721,-0.09289094805717468,98.03623680525861
ag27_te_angle_+10pct,0.9644023180007935,0.009899836033582687,-0.09336021542549133,97.41598898499963
ag27_ypp_up_-5pct,0.9569252729415894,0.009856246411800385,-0.0926266759634018,97.08820507936076
a18sm_te_thickness_-25pct,1.0963993072509766,0.011304501444101334,-0.12374892830848694,96.98785149194488
ag26_te_wedge_-10pct,0.9625011682510376,0.00994269922375679,-0.08483313024044037,96.80481593481838
ag13_te_angle_-25pct,0.8394982814788818,0.008701574057340622,-0.05901026725769043,96.47660020438298
ag26_y_lo_-5pct,0.9401446580886841,0.009757988154888153,-0.0846136212348938,96.34615692966683
ag27_y_up_+10pct,1.021371841430664,0.010613661259412766,-0.09949563443660736,96.23181072646884
ag13_x_lo_+10pct,0.8716259598731995,0.009070146828889847,-0.06136588752269745,96.09832964301454
a18sm_y_lo_-10pct,1.106654167175293,0.011520441621541977,-0.12659502029418945,96.06004730807972
ag13_ypp_lo_+5pct,0.8475959897041321,0.008843623101711273,-0.060747452080249786,95.84261789041182
a18sm_ypp_up_+5pct,1.1175390481948853,0.011677049100399017,-0.13037224113941193,95.70389218939721
ag25_ypp_up_+5pct,0.8872249126434326,0.009272042661905289,-0.06508494913578033,95.68818274409439
ag27_te_thickness_+10pct,0.9392361640930176,0.009840257465839386,-0.08804549276828766,95.44833225691413
a18sm_te_camber_-25pct,1.0434978008270264,0.010935019701719284,-0.12274374067783356,95.42715324627719
a18sm_te_camber_-10pct,1.0434738397598267,0.010936792939901352,-0.12274111807346344,95.40949028602883
a18sm_te_camber_+10pct,1.043492317199707,0.010937187820672989,-0.12274761497974396,95.40773499631632
a18sm_te_camber_-5pct,1.0434505939483643,0.010937284678220749,-0.12273760139942169,95.40307531961491
a18sm_te_camber_+5pct,1.0434465408325195,0.010937284678220749,-0.12273915112018585,95.40270474172799
a18sm_te_camber_+25pct,1.0434670448303223,0.010938029736280441,-0.1227443516254425,95.39808082338978
ag27_te_angle_+25pct,0.9470857381820679,0.009971622377634048,-0.08932003378868103,94.97809908108268
ag26_x_lo_+10pct,0.904601514339447,0.009572267532348633,-0.07597784698009491,94.50232259832126
ag13_te_thickness_+25pct,0.8322389125823975,0.008814916014671326,-0.060166679322719574,94.41257423181796
ag27_te_thickness_+5pct,0.9458132982254028,0.010072212666273117,-0.09051491320133209,93.90322956468802
a18sm_x_lo_+10pct,1.109053134918213,0.011832606047391891,-0.12703721225261688,93.72856076474102
a18sm_rLE_+10pct,1.1719346046447754,0.012594413012266159,-0.1392778903245926,93.0519432309696
ag26_rLE_+10pct,0.9185893535614014,0.009926233440637589,-0.07838030904531479,92.54158277204469
ag27_rLE_+25pct,0.965149998664856,0.010498158633708954,-0.08965905010700226,91.93516999884318
ag25_y_up_-25pct,0.8380460739135742,0.009137321263551712,-0.05820764601230621,91.71682265966672
ag25_x_up_-25pct,0.9293233156204224,0.010135263204574585,-0.07049688696861267,91.692075169885
a18sm_te_thickness_+25pct,1.0709606409072876,0.011686999350786209,-0.12176822125911713,91.63692139978102
a18sm_x_lo_-5pct,1.1085820198059082,0.012103889137506485,-0.12637005746364594,91.58891057343958
a18sm_te_wedge_+10pct,1.148190975189209,0.012546148151159286,-0.13296113908290863,91.51740927617806
ag26_ypp_lo_+5pct,0.9258584976196289,0.010135237127542496,-0.07950536906719208,91.35045248261726
a18sm_y_lo_+25pct,1.1465095281600952,0.012578662484884262,-0.13135425746440887,91.14717320206755
a18sm_rLE_+25pct,1.0602270364761353,0.011676859110593796,-0.12277965247631073,90.79727916852636
a18sm_ypp_up_-5pct,1.071515440940857,0.011803384870290756,-0.11928242444992065,90.78035264594926
ag25_te_thickness_+25pct,0.8873956799507141,0.009818382561206818,-0.06427374482154846,90.38104539304493
ag27_te_wedge_-5pct,0.9547384977340698,0.010578390210866928,-0.09232422709465027,90.25366607797184
ag25_te_angle_+25pct,0.9214349389076233,0.010267037898302078,-0.07320752739906311,89.74691123522652
ag13_y_up_-25pct,0.7969011664390564,0.008896499872207642,-0.050793081521987915,89.57468418884017
ag13_ypp_lo_-25pct,0.8683351874351501,0.009709525853395462,-0.06079141050577164,89.43126580496097
a18sm_te_angle_+5pct,1.0330982208251953,0.011580701917409897,-0.12067076563835144,89.20860136051708
ag13_x_up_+5pct,0.8901599049568176,0.009984847158193588,-0.06825371086597443,89.1510797164632
ag25_ypp_up_+25pct,0.9311827421188354,0.01048167422413826,-0.07846307754516602,88.8391226636689
ag13_x_lo_+25pct,0.8608204126358032,0.009715307503938675,-0.05782349407672882,88.60454620574991
ag25_x_up_-10pct,0.8521503210067749,0.009622950106859207,-0.05730029195547104,88.55395814630327
ag13_rLE_+10pct,0.8682470321655273,0.009888611733913422,-0.06424196809530258,87.80272251845389
a18sm_te_angle_+10pct,1.0454007387161255,0.01195858046412468,-0.12014426290988922,87.41846424433827
a18sm_x_up_-10pct,1.0718151330947876,0.012262012809515,-0.12801942229270935,87.40939597315436
a18sm_x_lo_-25pct,1.1072618961334229,0.012676592916250229,-0.13076139986515045,87.3469632927957
ag25_y_lo_+10pct,0.8859230279922485,0.01015256717801094,-0.06850604712963104,87.26098655235057
a18sm_te_angle_+25pct,1.118600606918335,0.012834958732128143,-0.13302768766880035,87.15264538547228
ag26_y_up_-10pct,0.9096353054046631,0.01044004037976265,-0.07465428113937378,87.129481526521
a18sm_rLE_-5pct,1.1011087894439697,0.012747090309858322,-0.12872196733951569,86.38118681817106
a18sm_te_angle_-25pct,1.1160422563552856,0.012951567769050598,-0.12738199532032013,86.17043714369538
ag26_ypp_lo_-25pct,0.8902010321617126,0.010334931313991547,-0.07182569056749344,86.1351667578621
ag13_ypp_lo_-5pct,0.8729650378227234,0.010135047137737274,-0.06398415565490723,86.13329824311201
a18sm_y_lo_+10pct,1.1034345626831055,0.012846715748310089,-0.12888281047344208,85.89234667453866
ag27_te_thickness_-25pct,0.9482712745666504,0.011061668395996094,-0.09265483915805817,85.7258815415122
ag13_y_up_+10pct,0.935304582118988,0.01099998876452446,-0.07663644105195999,85.02777613149881
ag26_y_up_-25pct,0.8804734349250793,0.010388005524873734,-0.06647904217243195,84.75866063190041
ag13_ypp_up_-25pct,0.8437588810920715,0.010009866207838058,-0.05851878225803375,84.29272315661724
ag13_x_lo_-25pct,0.8441294431686401,0.010027151554822922,-0.058840200304985046,84.18437066133956
a18sm_te_thickness_-10pct,1.0976450443267822,0.013057377189397812,-0.13069561123847961,84.0632102761063
ag26_x_up_+10pct,0.9417052268981934,0.011218499392271042,-0.08225196599960327,83.94217390134895
ag26_te_wedge_+10pct,0.9092793464660645,0.01085299625992775,-0.07782032340765,83.78141157418197
ag25_y_up_+10pct,0.9386396408081055,0.011204972863197327,-0.07917869091033936,83.76991647084326
a18sm_ypp_lo_-10pct,1.1132174730300903,0.0133141428232193,-0.12781628966331482,83.61165174589283
a18sm_rLE_-25pct,1.0637034177780151,0.012818101793527603,-0.11591607332229614,82.98447265531341
ag13_y_lo_-10pct,0.85142582654953,0.01029111072421074,-0.06264999508857727,82.73410415714177
ag25_te_thickness_+10pct,0.9085334539413452,0.011020872741937637,-0.06846296787261963,82.43752334459958
ag26_y_lo_-10pct,0.9272938370704651,0.011284708976745605,-0.08026778697967529,82.17259647380709
ag13_rLE_-10pct,0.9133747220039368,0.01117752119898796,-0.0701538622379303,81.7153200377411
ag13_y_up_+25pct,0.9249760508537292,0.011333968490362167,-0.06858541071414948,81.61096015400801
ag25_y_lo_+5pct,0.8886138200759888,0.010910023003816605,-0.06799039989709854,81.44930764720927
a18sm_te_wedge_-5pct,1.0809783935546875,0.013327028602361679,-0.1281825751066208,81.11173359102176
a18sm_x_up_-25pct,1.093003511428833,0.01349097490310669,-0.11601932346820831,81.01738527266382
ag25_te_thickness_+5pct,0.8997697234153748,0.011130642145872116,-0.0677090734243393,80.83718006773412
ag26_y_up_+10pct,0.985353410243988,0.012222293764352798,-0.08808736503124237,80.61935257339685
ag25_x_up_-5pct,0.8630169630050659,0.010713879019021988,-0.06732498109340668,80.55130746509457
ag13_y_lo_+25pct,0.8806520700454712,0.010942760854959488,-0.06088978797197342,80.47805135450267
a18sm_x_up_+10pct,1.0195286273956299,0.012684416025876999,-0.1097002923488617,80.37647340766244
a18sm_y_lo_-25pct,1.1062792539596558,0.01377636194229126,-0.1234237402677536,80.30271406876679
ag25_te_angle_+10pct,0.9000498652458191,0.011288706213235855,-0.06852516531944275,79.73011683044092
ag13_y_up_-10pct,0.8294506669044495,0.010437455028295517,-0.05641277879476547,79.46866977207014
ag13_y_lo_+10pct,0.8746821880340576,0.011047694832086563,-0.06588761508464813,79.1732756315516
ag25_x_lo_+25pct,0.8207464218139648,0.010376662015914917,-0.05994352698326111,79.09541821398517
ag25_y_lo_-25pct,0.9231359958648682,0.011763740330934525,-0.07227323949337006,78.47300007441878
